junction_id,connection_id,issue,detail
1267,6,connector_start_pose_mismatch,3.5
1267,6,connector_end_pose_mismatch,3.5
1267,10,connector_start_pose_mismatch,3.500001
1267,10,connector_end_pose_mismatch,3.5
1267,14,connector_start_pose_mismatch,3.5
1267,14,connector_end_pose_mismatch,3.5
1268,2,connector_start_pose_mismatch,3.5
1268,2,connector_end_pose_mismatch,3.5
1268,5,connector_start_pose_mismatch,3.5
1268,5,connector_end_pose_mismatch,3.500001
1269,2,connector_start_pose_mismatch,3.5
1269,2,connector_end_pose_mismatch,3.5
1269,7,connector_start_pose_mismatch,3.5
1269,7,connector_end_pose_mismatch,3.5
1270,6,connector_start_pose_mismatch,3.5
1270,6,connector_end_pose_mismatch,3.5
125,0,connector_start_pose_mismatch,3.5
1271,6,connector_start_pose_mismatch,3.5
1271,6,connector_end_pose_mismatch,3.5
1272,6,connector_start_pose_mismatch,3.5
1272,6,connector_end_pose_mismatch,3.5
1272,13,connector_start_pose_mismatch,3.5
1272,13,connector_end_pose_mismatch,3.5
1273,2,connector_start_pose_mismatch,3.500001
1273,2,connector_end_pose_mismatch,3.5
1273,5,connector_start_pose_mismatch,3.5
1273,5,connector_end_pose_mismatch,3.5
1274,2,connector_start_pose_mismatch,3.499999
1274,2,connector_end_pose_mismatch,3.500001
1274,5,connector_start_pose_mismatch,3.5
1274,5,connector_end_pose_mismatch,3.5
1274,8,connector_start_pose_mismatch,3.5
1274,8,connector_end_pose_mismatch,3.5
1276,2,connector_start_pose_mismatch,3.5
1276,2,connector_end_pose_mismatch,3.5
1279,2,connector_start_pose_mismatch,3.500001
1279,2,connector_end_pose_mismatch,3.5
1279,5,connector_start_pose_mismatch,3.5
1279,5,connector_end_pose_mismatch,3.5
1279,8,connector_start_pose_mismatch,3.5
1279,8,connector_end_pose_mismatch,3.5
1280,2,connector_start_pose_mismatch,3.5
1280,2,connector_end_pose_mismatch,3.5
126,1,connector_end_pose_mismatch,3.5
1281,2,connector_start_pose_mismatch,3.5
1281,2,connector_end_pose_mismatch,3.5
1281,5,connector_start_pose_mismatch,3.5
1281,5,connector_end_pose_mismatch,3.5
1282,4,connector_start_pose_mismatch,3.5
1282,4,connector_end_pose_mismatch,3.499999
1282,7,connector_start_pose_mismatch,3.5
1282,7,connector_end_pose_mismatch,3.500001
1283,2,connector_start_pose_mismatch,3.5
1283,2,connector_end_pose_mismatch,3.5
1284,4,connector_start_pose_mismatch,3.5
1284,4,connector_end_pose_mismatch,3.5
1285,0,connector_start_pose_mismatch,3.5
1285,0,connector_end_pose_mismatch,3.5
1287,6,connector_start_pose_mismatch,3.5
1287,6,connector_end_pose_mismatch,3.5
1288,6,connector_start_pose_mismatch,3.5
1288,6,connector_end_pose_mismatch,3.5
1289,2,connector_start_pose_mismatch,3.5
1289,2,connector_end_pose_mismatch,3.5
1289,5,connector_start_pose_mismatch,3.5
1289,5,connector_end_pose_mismatch,3.5
1290,2,connector_start_pose_mismatch,3.5
1290,2,connector_end_pose_mismatch,3.5
1291,6,connector_start_pose_mismatch,3.5
1291,6,connector_end_pose_mismatch,3.5
1292,2,connector_start_pose_mismatch,3.499999
1292,2,connector_end_pose_mismatch,3.5
1292,5,connector_start_pose_mismatch,3.5
1292,5,connector_end_pose_mismatch,3.5
1292,8,connector_start_pose_mismatch,3.5
1292,8,connector_end_pose_mismatch,3.5
1294,2,connector_start_pose_mismatch,3.5
1294,2,connector_end_pose_mismatch,3.5
1294,7,connector_start_pose_mismatch,3.5
1294,7,connector_end_pose_mismatch,3.5
1295,2,connector_start_pose_mismatch,3.5
1295,2,connector_end_pose_mismatch,3.5
1295,7,connector_start_pose_mismatch,3.5
1295,7,connector_end_pose_mismatch,3.5
1296,9,connector_start_pose_mismatch,3.5
1296,9,connector_end_pose_mismatch,3.5
1296,13,connector_start_pose_mismatch,3.5
1296,13,connector_end_pose_mismatch,3.499999
1297,6,connector_start_pose_mismatch,3.5
1297,6,connector_end_pose_mismatch,3.5
1300,4,connector_start_pose_mismatch,3.5
1300,4,connector_end_pose_mismatch,3.5
1301,6,connector_start_pose_mismatch,3.5
1301,6,connector_end_pose_mismatch,3.5
1303,5,connector_start_pose_mismatch,3.5
1303,5,connector_end_pose_mismatch,3.5
1303,8,connector_start_pose_mismatch,3.5
1303,8,connector_end_pose_mismatch,3.5
1306,4,connector_start_pose_mismatch,3.5
1306,4,connector_end_pose_mismatch,3.5
1307,2,connector_start_pose_mismatch,3.5
1307,2,connector_end_pose_mismatch,3.5
1309,2,connector_start_pose_mismatch,3.5
1309,2,connector_end_pose_mismatch,3.5
1310,2,connector_start_pose_mismatch,3.500001
1310,2,connector_end_pose_mismatch,3.5
1311,4,connector_start_pose_mismatch,3.500001
1311,4,connector_end_pose_mismatch,3.5
1312,2,connector_start_pose_mismatch,3.499999
1312,2,connector_end_pose_mismatch,3.500001
1312,7,connector_start_pose_mismatch,3.5
1312,7,connector_end_pose_mismatch,3.5
1313,2,connector_start_pose_mismatch,3.5
1313,2,connector_end_pose_mismatch,3.5
1313,5,connector_start_pose_mismatch,3.499999
1313,5,connector_end_pose_mismatch,3.500001
1313,8,connector_start_pose_mismatch,3.5
1313,8,connector_end_pose_mismatch,3.5
1314,2,connector_start_pose_mismatch,3.5
1314,2,connector_end_pose_mismatch,3.5
1314,8,connector_start_pose_mismatch,3.5
1314,8,connector_end_pose_mismatch,3.5
1315,2,connector_start_pose_mismatch,3.5
1315,2,connector_end_pose_mismatch,3.5
1315,5,connector_start_pose_mismatch,3.5
1315,5,connector_end_pose_mismatch,3.5
1315,8,connector_start_pose_mismatch,3.500001
1315,8,connector_end_pose_mismatch,3.499999
1316,4,connector_start_pose_mismatch,3.5
1316,4,connector_end_pose_mismatch,3.5
1316,7,connector_start_pose_mismatch,3.499999
1316,7,connector_end_pose_mismatch,3.5
130,6,connector_start_pose_mismatch,3.5
130,6,connector_end_pose_mismatch,3.5
130,10,connector_start_pose_mismatch,3.5
130,10,connector_end_pose_mismatch,3.500001
1318,2,connector_start_pose_mismatch,3.500001
1318,2,connector_end_pose_mismatch,3.5
1318,5,connector_start_pose_mismatch,3.5
1318,5,connector_end_pose_mismatch,3.5
1318,8,connector_start_pose_mismatch,3.5
1318,8,connector_end_pose_mismatch,3.5
1319,2,connector_start_pose_mismatch,3.5
1319,2,connector_end_pose_mismatch,3.500001
1319,5,connector_start_pose_mismatch,3.5
1319,5,connector_end_pose_mismatch,3.5
1319,8,connector_start_pose_mismatch,3.5
1319,8,connector_end_pose_mismatch,3.5
1320,4,connector_start_pose_mismatch,3.5
1320,4,connector_end_pose_mismatch,3.5
1321,2,connector_start_pose_mismatch,3.500001
1321,2,connector_end_pose_mismatch,3.5
1321,5,connector_start_pose_mismatch,3.5
1321,5,connector_end_pose_mismatch,3.5
1321,8,connector_start_pose_mismatch,3.499999
1321,8,connector_end_pose_mismatch,3.5
1322,2,connector_start_pose_mismatch,3.5
1322,2,connector_end_pose_mismatch,3.5
1322,5,connector_start_pose_mismatch,3.499999
1322,5,connector_end_pose_mismatch,3.5
1322,8,connector_start_pose_mismatch,3.5
1322,8,connector_end_pose_mismatch,3.5
1323,2,connector_start_pose_mismatch,3.5
1323,2,connector_end_pose_mismatch,3.5
1323,5,connector_start_pose_mismatch,3.5
1323,5,connector_end_pose_mismatch,3.499999
1323,8,connector_start_pose_mismatch,3.5
1323,8,connector_end_pose_mismatch,3.5
1324,1,connector_start_pose_mismatch,3.5
1324,1,connector_end_pose_mismatch,3.5
1325,2,connector_start_pose_mismatch,3.500001
1325,2,connector_end_pose_mismatch,3.499999
1325,5,connector_start_pose_mismatch,3.5
1325,5,connector_end_pose_mismatch,3.5
1326,4,connector_start_pose_mismatch,3.499999
1326,4,connector_end_pose_mismatch,3.5
1327,2,connector_start_pose_mismatch,3.5
1327,2,connector_end_pose_mismatch,3.5
1330,4,connector_start_pose_mismatch,3.499999
1330,4,connector_end_pose_mismatch,3.5
1331,2,connector_start_pose_mismatch,3.5
1331,2,connector_end_pose_mismatch,3.5
1331,5,connector_start_pose_mismatch,3.5
1331,5,connector_end_pose_mismatch,3.5
1334,,high_connection_count,22
1334,8,connector_start_pose_mismatch,3.5
1334,8,connector_end_pose_mismatch,3.5
1334,21,connector_start_pose_mismatch,3.5
1334,21,connector_end_pose_mismatch,3.5
1335,6,connector_start_pose_mismatch,3.5
1335,6,connector_end_pose_mismatch,3.5
1335,13,connector_start_pose_mismatch,3.499999
1335,13,connector_end_pose_mismatch,3.5
132,4,connector_start_pose_mismatch,3.500001
132,4,connector_end_pose_mismatch,3.499999
1336,2,connector_start_pose_mismatch,3.5
1336,2,connector_end_pose_mismatch,3.5
1336,7,connector_start_pose_mismatch,3.5
1336,7,connector_end_pose_mismatch,3.5
1337,2,connector_start_pose_mismatch,3.5
1337,2,connector_end_pose_mismatch,3.5
1337,5,connector_start_pose_mismatch,3.5
1337,5,connector_end_pose_mismatch,3.5
1337,8,connector_start_pose_mismatch,3.5
1337,8,connector_end_pose_mismatch,3.5
1338,4,connector_start_pose_mismatch,3.5
1338,4,connector_end_pose_mismatch,3.500001
1338,7,connector_start_pose_mismatch,3.5
1338,7,connector_end_pose_mismatch,3.5
1339,2,connector_start_pose_mismatch,3.5
1339,2,connector_end_pose_mismatch,3.5
1342,2,connector_start_pose_mismatch,3.499999
1342,2,connector_end_pose_mismatch,3.5
1342,5,connector_start_pose_mismatch,3.499999
1342,5,connector_end_pose_mismatch,3.5
1343,2,connector_start_pose_mismatch,3.5
1343,2,connector_end_pose_mismatch,3.5
1343,5,connector_start_pose_mismatch,3.5
1343,5,connector_end_pose_mismatch,3.5
1343,8,connector_start_pose_mismatch,3.5
1343,8,connector_end_pose_mismatch,3.5
1345,2,connector_start_pose_mismatch,3.499999
1345,2,connector_end_pose_mismatch,3.5
1345,7,connector_start_pose_mismatch,3.5
1345,7,connector_end_pose_mismatch,3.5
1346,2,connector_start_pose_mismatch,3.5
1346,2,connector_end_pose_mismatch,3.5
1346,7,connector_start_pose_mismatch,3.5
1346,7,connector_end_pose_mismatch,3.5
1347,0,connector_start_pose_mismatch,3.5
1347,0,connector_end_pose_mismatch,3.5
1348,6,connector_start_pose_mismatch,3.5
1348,6,connector_end_pose_mismatch,3.5
1349,2,connector_start_pose_mismatch,3.5
1349,2,connector_end_pose_mismatch,3.5
1349,5,connector_start_pose_mismatch,3.5
1349,5,connector_end_pose_mismatch,3.5
1349,8,connector_start_pose_mismatch,3.5
1349,8,connector_end_pose_mismatch,3.5
1350,3,connector_start_pose_mismatch,3.5
1350,3,connector_end_pose_mismatch,3.5
1350,7,connector_start_pose_mismatch,3.499999
1350,7,connector_end_pose_mismatch,3.5
1351,4,connector_start_pose_mismatch,3.5
1351,4,connector_end_pose_mismatch,3.5
1352,2,connector_start_pose_mismatch,3.5
1352,2,connector_end_pose_mismatch,3.5
1352,7,connector_start_pose_mismatch,3.5
1352,7,connector_end_pose_mismatch,3.5
1353,2,connector_start_pose_mismatch,3.5
1353,2,connector_end_pose_mismatch,3.5
1353,7,connector_start_pose_mismatch,3.5
1353,7,connector_end_pose_mismatch,3.5
1355,1,connector_start_pose_mismatch,3.500001
1355,1,connector_end_pose_mismatch,3.499999
1356,2,connector_start_pose_mismatch,3.5
1356,2,connector_end_pose_mismatch,3.5
1356,5,connector_start_pose_mismatch,3.5
1356,5,connector_end_pose_mismatch,3.5
1356,8,connector_start_pose_mismatch,3.500001
1356,8,connector_end_pose_mismatch,3.5
1357,1,connector_start_pose_mismatch,3.5
1357,1,connector_end_pose_mismatch,3.5
1357,5,connector_start_pose_mismatch,3.5
1357,5,connector_end_pose_mismatch,3.5
1358,2,connector_start_pose_mismatch,3.5
1358,2,connector_end_pose_mismatch,3.5
1358,5,connector_start_pose_mismatch,3.499999
1358,5,connector_end_pose_mismatch,3.5
1358,8,connector_start_pose_mismatch,3.5
1358,8,connector_end_pose_mismatch,3.5
1360,6,connector_start_pose_mismatch,3.499999
1360,6,connector_end_pose_mismatch,3.5
1360,10,connector_start_pose_mismatch,3.500001
1360,10,connector_end_pose_mismatch,3.5
1362,4,connector_start_pose_mismatch,3.5
1362,4,connector_end_pose_mismatch,3.5
1362,7,connector_start_pose_mismatch,3.5
1362,7,connector_end_pose_mismatch,3.5
1363,6,connector_start_pose_mismatch,3.5
1363,6,connector_end_pose_mismatch,3.5
1363,13,connector_start_pose_mismatch,3.499999
1363,13,connector_end_pose_mismatch,3.500001
14,1,connector_end_pose_mismatch,3.5
3044,0,connector_start_pose_mismatch,3.5
3044,0,connector_end_pose_mismatch,3.5
1364,6,connector_start_pose_mismatch,3.499999
1364,6,connector_end_pose_mismatch,3.5
1364,10,connector_start_pose_mismatch,3.5
1364,10,connector_end_pose_mismatch,3.5
1364,14,connector_start_pose_mismatch,3.5
1364,14,connector_end_pose_mismatch,3.5
1365,6,connector_start_pose_mismatch,3.499999
1365,6,connector_end_pose_mismatch,3.5
1366,4,connector_start_pose_mismatch,3.5
1366,4,connector_end_pose_mismatch,3.5
1370,4,connector_start_pose_mismatch,3.499999
1370,4,connector_end_pose_mismatch,3.500001
1371,4,connector_start_pose_mismatch,3.5
1371,4,connector_end_pose_mismatch,3.5
1372,2,connector_start_pose_mismatch,3.5
1372,2,connector_end_pose_mismatch,3.5
1372,7,connector_start_pose_mismatch,3.5
1372,7,connector_end_pose_mismatch,3.499999
135,3,connector_start_pose_mismatch,3.5
135,3,connector_end_pose_mismatch,3.5
135,5,connector_end_pose_mismatch,3.5
135,8,connector_start_pose_mismatch,3.499999
135,8,connector_end_pose_mismatch,3.5
1373,4,connector_start_pose_mismatch,3.5
1373,4,connector_end_pose_mismatch,3.5
1373,7,connector_start_pose_mismatch,3.499999
1373,7,connector_end_pose_mismatch,3.5
1374,6,connector_start_pose_mismatch,3.5
1374,6,connector_end_pose_mismatch,3.5
1375,6,connector_start_pose_mismatch,3.5
1375,6,connector_end_pose_mismatch,3.5
1376,4,connector_start_pose_mismatch,3.5
1376,4,connector_end_pose_mismatch,3.5
1376,7,connector_start_pose_mismatch,3.5
1376,7,connector_end_pose_mismatch,3.5
1377,0,connector_end_pose_mismatch,3.5
1377,2,connector_start_pose_mismatch,3.5
1377,2,connector_end_pose_mismatch,3.5
1378,12,connector_start_pose_mismatch,3.5
1378,12,connector_end_pose_mismatch,3.5
1379,2,connector_start_pose_mismatch,3.5
1379,2,connector_end_pose_mismatch,3.5
1379,5,connector_start_pose_mismatch,3.5
1379,5,connector_end_pose_mismatch,3.5
1380,2,connector_start_pose_mismatch,3.5
1380,2,connector_end_pose_mismatch,3.5
1381,2,connector_start_pose_mismatch,3.5
1381,2,connector_end_pose_mismatch,3.5
1382,2,connector_start_pose_mismatch,3.500001
1382,2,connector_end_pose_mismatch,3.5
1382,5,connector_start_pose_mismatch,3.5
1382,5,connector_end_pose_mismatch,3.5
136,0,connector_end_pose_mismatch,7.0
136,1,connector_end_pose_mismatch,3.5
1383,2,connector_start_pose_mismatch,3.5
1383,2,connector_end_pose_mismatch,3.5
1383,5,connector_start_pose_mismatch,3.5
1383,5,connector_end_pose_mismatch,3.5
1384,6,connector_start_pose_mismatch,3.5
1384,6,connector_end_pose_mismatch,3.5
1384,13,connector_start_pose_mismatch,3.5
1384,13,connector_end_pose_mismatch,3.5
1385,12,connector_start_pose_mismatch,3.5
1385,12,connector_end_pose_mismatch,3.5
1387,2,connector_start_pose_mismatch,3.499999
1387,2,connector_end_pose_mismatch,3.500001
1388,4,connector_start_pose_mismatch,3.5
1388,4,connector_end_pose_mismatch,3.5
1389,4,connector_start_pose_mismatch,3.5
1389,4,connector_end_pose_mismatch,3.5
1389,7,connector_start_pose_mismatch,3.5
1389,7,connector_end_pose_mismatch,3.5
1390,2,connector_start_pose_mismatch,3.500001
1390,2,connector_end_pose_mismatch,3.5
657,1,connector_start_pose_mismatch,3.5
657,1,connector_end_pose_mismatch,3.5
1391,6,connector_start_pose_mismatch,3.5
1391,6,connector_end_pose_mismatch,3.5
1392,0,connector_start_pose_mismatch,3.5
1392,0,connector_end_pose_mismatch,3.5
1393,2,connector_start_pose_mismatch,3.500001
1393,2,connector_end_pose_mismatch,3.5
1393,5,connector_start_pose_mismatch,3.499999
1393,5,connector_end_pose_mismatch,3.5
1393,8,connector_start_pose_mismatch,3.5
1393,8,connector_end_pose_mismatch,3.5
1394,2,connector_start_pose_mismatch,3.5
1394,2,connector_end_pose_mismatch,3.5
1395,2,connector_start_pose_mismatch,3.5
1395,2,connector_end_pose_mismatch,3.5
1396,6,connector_start_pose_mismatch,3.5
1396,6,connector_end_pose_mismatch,3.5
1397,6,connector_start_pose_mismatch,3.499999
1397,6,connector_end_pose_mismatch,3.5
1397,13,connector_start_pose_mismatch,3.5
1397,13,connector_end_pose_mismatch,3.5
1398,0,connector_start_pose_mismatch,3.5
1398,0,connector_end_pose_mismatch,3.5
1399,2,connector_start_pose_mismatch,3.5
1399,2,connector_end_pose_mismatch,3.499999
1399,5,connector_start_pose_mismatch,3.5
1399,5,connector_end_pose_mismatch,3.5
1400,2,connector_start_pose_mismatch,3.5
1400,2,connector_end_pose_mismatch,3.5
1400,5,connector_start_pose_mismatch,3.5
1400,5,connector_end_pose_mismatch,3.5
1400,8,connector_start_pose_mismatch,3.500001
1400,8,connector_end_pose_mismatch,3.5
137,4,connector_end_pose_mismatch,3.5
137,5,connector_end_pose_mismatch,3.5
137,7,connector_start_pose_mismatch,3.499999
137,7,connector_end_pose_mismatch,3.5
137,8,connector_start_pose_mismatch,3.5
1401,0,connector_start_pose_mismatch,3.499999
1401,0,connector_end_pose_mismatch,3.5
1402,2,connector_start_pose_mismatch,3.5
1402,2,connector_end_pose_mismatch,3.5
1402,5,connector_start_pose_mismatch,3.500001
1402,5,connector_end_pose_mismatch,3.499999
1402,8,connector_start_pose_mismatch,3.500001
1402,8,connector_end_pose_mismatch,3.5
1403,2,connector_start_pose_mismatch,3.5
1403,2,connector_end_pose_mismatch,3.5
1403,5,connector_start_pose_mismatch,3.5
1403,5,connector_end_pose_mismatch,3.5
1403,8,connector_start_pose_mismatch,3.5
1403,8,connector_end_pose_mismatch,3.5
1404,2,connector_start_pose_mismatch,3.5
1404,2,connector_end_pose_mismatch,3.5
1404,5,connector_start_pose_mismatch,3.500001
1404,5,connector_end_pose_mismatch,3.5
1404,8,connector_start_pose_mismatch,3.5
1404,8,connector_end_pose_mismatch,3.5
1405,4,connector_start_pose_mismatch,3.5
1405,4,connector_end_pose_mismatch,3.5
1405,7,connector_start_pose_mismatch,3.5
1405,7,connector_end_pose_mismatch,3.5
1407,0,connector_start_pose_mismatch,3.5
1407,0,connector_end_pose_mismatch,3.5
1408,4,connector_start_pose_mismatch,3.500001
1408,4,connector_end_pose_mismatch,3.5
1408,7,connector_start_pose_mismatch,3.499999
1408,7,connector_end_pose_mismatch,3.5
1409,2,connector_start_pose_mismatch,3.5
1409,2,connector_end_pose_mismatch,3.5
1409,5,connector_start_pose_mismatch,3.5
1409,5,connector_end_pose_mismatch,3.5
1410,2,connector_start_pose_mismatch,3.5
1410,2,connector_end_pose_mismatch,3.5
1410,5,connector_start_pose_mismatch,3.5
1410,5,connector_end_pose_mismatch,3.5
138,0,connector_start_pose_mismatch,3.5
138,0,connector_end_pose_mismatch,3.5
1411,2,connector_start_pose_mismatch,3.5
1411,2,connector_end_pose_mismatch,3.5
1411,5,connector_start_pose_mismatch,3.5
1411,5,connector_end_pose_mismatch,3.5
1412,0,connector_start_pose_mismatch,3.5
1412,0,connector_end_pose_mismatch,3.499999
1414,3,connector_start_pose_mismatch,3.5
1414,3,connector_end_pose_mismatch,3.5
1414,10,connector_start_pose_mismatch,3.5
1414,10,connector_end_pose_mismatch,3.5
1415,2,connector_start_pose_mismatch,3.499999
1415,2,connector_end_pose_mismatch,3.5
1415,5,connector_start_pose_mismatch,3.5
1415,5,connector_end_pose_mismatch,3.5
1415,8,connector_start_pose_mismatch,3.5
1415,8,connector_end_pose_mismatch,3.5
1416,2,connector_start_pose_mismatch,3.5
1416,2,connector_end_pose_mismatch,3.5
1416,5,connector_start_pose_mismatch,3.5
1416,5,connector_end_pose_mismatch,3.499999
1416,8,connector_start_pose_mismatch,3.499999
1416,8,connector_end_pose_mismatch,3.5
1417,2,connector_start_pose_mismatch,3.5
1417,2,connector_end_pose_mismatch,3.5
1417,7,connector_start_pose_mismatch,3.5
1417,7,connector_end_pose_mismatch,3.5
1418,4,connector_start_pose_mismatch,3.5
1418,4,connector_end_pose_mismatch,3.5
1418,7,connector_start_pose_mismatch,3.5
1418,7,connector_end_pose_mismatch,3.5
1419,2,connector_start_pose_mismatch,3.5
1419,2,connector_end_pose_mismatch,3.5
1419,5,connector_start_pose_mismatch,3.5
1419,5,connector_end_pose_mismatch,3.5
1421,6,connector_start_pose_mismatch,3.499999
1421,6,connector_end_pose_mismatch,3.5
1422,2,connector_start_pose_mismatch,3.5
1422,2,connector_end_pose_mismatch,3.5
1423,0,connector_start_pose_mismatch,3.5
1423,0,connector_end_pose_mismatch,3.5
1424,4,connector_start_pose_mismatch,3.5
1424,4,connector_end_pose_mismatch,3.5
1427,12,connector_start_pose_mismatch,3.500001
1427,12,connector_end_pose_mismatch,3.499999
1428,3,connector_start_pose_mismatch,3.5
1428,3,connector_end_pose_mismatch,3.5
140,2,connector_start_pose_mismatch,3.5
140,2,connector_end_pose_mismatch,3.5
1429,7,connector_start_pose_mismatch,3.5
1429,7,connector_end_pose_mismatch,3.499999
1432,2,connector_start_pose_mismatch,3.5
1432,2,connector_end_pose_mismatch,3.5
1432,5,connector_start_pose_mismatch,3.500001
1432,5,connector_end_pose_mismatch,3.5
1433,4,connector_start_pose_mismatch,3.5
1433,4,connector_end_pose_mismatch,3.5
1434,4,connector_start_pose_mismatch,3.5
1434,4,connector_end_pose_mismatch,3.5
1435,6,connector_start_pose_mismatch,3.500001
1435,6,connector_end_pose_mismatch,3.499999
1438,4,connector_start_pose_mismatch,3.5
1438,4,connector_end_pose_mismatch,3.5
141,2,connector_start_pose_mismatch,3.5
141,2,connector_end_pose_mismatch,3.5
141,5,connector_start_pose_mismatch,3.500001
141,5,connector_end_pose_mismatch,3.5
1441,6,connector_start_pose_mismatch,3.500001
1441,6,connector_end_pose_mismatch,3.5
1442,2,connector_start_pose_mismatch,3.500001
1442,2,connector_end_pose_mismatch,3.5
1442,5,connector_start_pose_mismatch,3.5
1442,5,connector_end_pose_mismatch,3.5
1442,8,connector_start_pose_mismatch,3.5
1442,8,connector_end_pose_mismatch,3.5
1444,2,connector_start_pose_mismatch,3.5
1444,2,connector_end_pose_mismatch,3.500001
1444,7,connector_start_pose_mismatch,3.5
1444,7,connector_end_pose_mismatch,3.5
1445,4,connector_start_pose_mismatch,3.5
1445,4,connector_end_pose_mismatch,3.500001
1445,7,connector_start_pose_mismatch,3.5
1445,7,connector_end_pose_mismatch,3.5
1446,2,connector_start_pose_mismatch,3.5
1446,2,connector_end_pose_mismatch,3.5
1446,5,connector_start_pose_mismatch,3.5
1446,5,connector_end_pose_mismatch,3.5
1446,8,connector_start_pose_mismatch,3.500001
1446,8,connector_end_pose_mismatch,3.5
1447,1,connector_start_pose_mismatch,3.5
1447,1,connector_end_pose_mismatch,3.5
142,0,connector_end_pose_mismatch,3.5
142,3,connector_start_pose_mismatch,3.5
142,3,connector_end_pose_mismatch,3.5
142,7,connector_start_pose_mismatch,3.5
142,7,connector_end_pose_mismatch,3.5
142,11,connector_start_pose_mismatch,3.5
142,11,connector_end_pose_mismatch,3.5
1448,4,connector_start_pose_mismatch,3.500001
1448,4,connector_end_pose_mismatch,3.5
1448,7,connector_start_pose_mismatch,3.5
1448,7,connector_end_pose_mismatch,3.5
1449,5,connector_start_pose_mismatch,3.499999
1449,5,connector_end_pose_mismatch,3.5
1450,2,connector_start_pose_mismatch,3.5
1450,2,connector_end_pose_mismatch,3.5
1451,2,connector_start_pose_mismatch,3.5
1451,2,connector_end_pose_mismatch,3.5
1451,5,connector_start_pose_mismatch,3.5
1451,5,connector_end_pose_mismatch,3.5
1451,8,connector_start_pose_mismatch,3.5
1451,8,connector_end_pose_mismatch,3.5
1453,9,connector_start_pose_mismatch,3.500001
1453,9,connector_end_pose_mismatch,3.499999
1454,2,connector_start_pose_mismatch,3.500001
1454,2,connector_end_pose_mismatch,3.5
1454,5,connector_start_pose_mismatch,3.5
1454,5,connector_end_pose_mismatch,3.5
1454,8,connector_start_pose_mismatch,3.5
1454,8,connector_end_pose_mismatch,3.5
1455,2,connector_start_pose_mismatch,3.5
1455,2,connector_end_pose_mismatch,3.5
1455,5,connector_start_pose_mismatch,3.5
1455,5,connector_end_pose_mismatch,3.499999
1456,6,connector_start_pose_mismatch,3.5
1456,6,connector_end_pose_mismatch,3.5
1457,2,connector_start_pose_mismatch,3.5
1457,2,connector_end_pose_mismatch,3.5
1457,5,connector_start_pose_mismatch,3.5
1457,5,connector_end_pose_mismatch,3.5
15,2,connector_start_pose_mismatch,3.5
15,2,connector_end_pose_mismatch,3.5
15,5,connector_start_pose_mismatch,3.5
15,5,connector_end_pose_mismatch,3.5
15,8,connector_start_pose_mismatch,3.5
15,8,connector_end_pose_mismatch,3.5
143,0,connector_end_pose_mismatch,3.5
1458,6,connector_start_pose_mismatch,3.5
1458,6,connector_end_pose_mismatch,3.5
1460,2,connector_start_pose_mismatch,3.5
1460,2,connector_end_pose_mismatch,3.5
1460,5,connector_start_pose_mismatch,3.5
1460,5,connector_end_pose_mismatch,3.5
1460,8,connector_start_pose_mismatch,3.5
1460,8,connector_end_pose_mismatch,3.5
1461,0,connector_end_pose_mismatch,3.5
1461,3,connector_start_pose_mismatch,3.499999
1461,3,connector_end_pose_mismatch,3.5
1461,4,connector_start_pose_mismatch,7.0
1461,5,connector_start_pose_mismatch,3.5
1461,8,connector_start_pose_mismatch,3.5
1461,8,connector_end_pose_mismatch,3.5
1461,9,connector_end_pose_mismatch,3.5
1461,12,connector_start_pose_mismatch,3.5
1461,12,connector_end_pose_mismatch,3.500001
1461,13,connector_start_pose_mismatch,7.0
1461,14,connector_start_pose_mismatch,3.5
1461,17,connector_start_pose_mismatch,3.5
1461,17,connector_end_pose_mismatch,3.5
1067,6,connector_start_pose_mismatch,3.5
1067,6,connector_end_pose_mismatch,3.5
1463,3,connector_start_pose_mismatch,3.5
1463,3,connector_end_pose_mismatch,3.5
144,0,connector_start_pose_mismatch,3.5
144,1,connector_start_pose_mismatch,3.5
144,3,connector_start_pose_mismatch,3.5
144,3,connector_end_pose_mismatch,3.5
144,4,connector_start_pose_mismatch,3.500001
144,5,connector_start_pose_mismatch,3.500001
144,7,connector_start_pose_mismatch,3.500001
144,7,connector_end_pose_mismatch,3.5
144,8,connector_start_pose_mismatch,3.499999
144,8,connector_end_pose_mismatch,3.5
144,9,connector_start_pose_mismatch,3.499999
144,11,connector_start_pose_mismatch,3.499999
144,11,connector_end_pose_mismatch,3.5
144,12,connector_start_pose_mismatch,7.0
144,13,connector_start_pose_mismatch,3.5
144,16,connector_start_pose_mismatch,3.500001
144,16,connector_end_pose_mismatch,3.5
1465,2,connector_start_pose_mismatch,3.499999
1465,2,connector_end_pose_mismatch,3.5
1465,7,connector_start_pose_mismatch,3.5
1465,7,connector_end_pose_mismatch,3.5
1466,2,connector_start_pose_mismatch,3.499999
1466,2,connector_end_pose_mismatch,3.5
1467,0,connector_start_pose_mismatch,3.499999
1467,0,connector_end_pose_mismatch,3.500001
1468,6,connector_start_pose_mismatch,3.5
1468,6,connector_end_pose_mismatch,3.5
1469,0,connector_start_pose_mismatch,3.5
1469,0,connector_end_pose_mismatch,3.500001
1470,2,connector_start_pose_mismatch,3.5
1470,2,connector_end_pose_mismatch,3.5
1470,5,connector_start_pose_mismatch,3.499999
