road_id,relation,elementType,elementId,source_contact,target_contact,xy_gap_m,hdg_gap_deg,z_gap_m,issue
49839,predecessor,junction,1894,start,,,,,non_road_link
49839,successor,junction,2416,end,,,,,non_road_link
49840,predecessor,junction,2418,start,,,,,non_road_link
49840,successor,junction,2417,end,,,,,non_road_link
49841,predecessor,junction,2419,start,,,,,non_road_link
49841,successor,junction,2413,end,,,,,non_road_link
49842,predecessor,junction,2421,start,,,,,non_road_link
49842,successor,junction,2420,end,,,,,non_road_link
49843,predecessor,junction,2420,start,,,,,non_road_link
49843,successor,junction,2422,end,,,,,non_road_link
49844,predecessor,junction,2424,start,,,,,non_road_link
49844,successor,junction,2423,end,,,,,non_road_link
49845,predecessor,junction,2423,start,,,,,non_road_link
49845,successor,junction,2420,end,,,,,non_road_link
49846,predecessor,junction,2324,start,,,,,non_road_link
49846,successor,junction,2327,end,,,,,non_road_link
49847,predecessor,junction,264,start,,,,,non_road_link
49847,successor,junction,262,end,,,,,non_road_link
49848,predecessor,junction,263,start,,,,,non_road_link
49848,successor,junction,262,end,,,,,non_road_link
49849,predecessor,junction,1445,start,,,,,non_road_link
49849,successor,junction,2425,end,,,,,non_road_link
49850,predecessor,junction,2425,start,,,,,non_road_link
49850,successor,junction,2426,end,,,,,non_road_link
49851,predecessor,junction,1445,start,,,,,non_road_link
49851,successor,junction,2427,end,,,,,non_road_link
49852,predecessor,junction,2427,start,,,,,non_road_link
49852,successor,junction,1294,end,,,,,non_road_link
49853,predecessor,junction,1294,start,,,,,non_road_link
49853,successor,junction,2428,end,,,,,non_road_link
49854,predecessor,junction,2428,start,,,,,non_road_link
49854,successor,junction,2426,end,,,,,non_road_link
49855,predecessor,junction,2426,start,,,,,non_road_link
49855,successor,junction,2429,end,,,,,non_road_link
49856,predecessor,junction,2429,start,,,,,non_road_link
49856,successor,junction,268,end,,,,,non_road_link
49857,predecessor,junction,2425,start,,,,,non_road_link
49857,successor,junction,2430,end,,,,,non_road_link
49858,predecessor,junction,2430,start,,,,,non_road_link
49858,successor,junction,2431,end,,,,,non_road_link
49859,predecessor,junction,2431,start,,,,,non_road_link
49859,successor,junction,2432,end,,,,,non_road_link
49860,predecessor,junction,2432,start,,,,,non_road_link
49860,successor,junction,2433,end,,,,,non_road_link
49861,predecessor,junction,2434,start,,,,,non_road_link
49861,successor,junction,2435,end,,,,,non_road_link
49862,successor,junction,2359,end,,,,,non_road_link
49863,predecessor,junction,2359,start,,,,,non_road_link
49863,successor,junction,2363,end,,,,,non_road_link
49864,predecessor,junction,2436,start,,,,,non_road_link
49864,successor,junction,2422,end,,,,,non_road_link
49865,predecessor,junction,2422,start,,,,,non_road_link
49865,successor,junction,2352,end,,,,,non_road_link
49866,predecessor,junction,2352,start,,,,,non_road_link
49866,successor,junction,271,end,,,,,non_road_link
49867,predecessor,junction,271,start,,,,,non_road_link
49867,successor,junction,270,end,,,,,non_road_link
49868,successor,junction,2437,end,,,,,non_road_link
49869,predecessor,junction,2437,start,,,,,non_road_link
49869,successor,junction,2438,end,,,,,non_road_link
49870,predecessor,junction,2437,start,,,,,non_road_link
49870,successor,junction,2439,end,,,,,non_road_link
49871,predecessor,junction,2439,start,,,,,non_road_link
49871,successor,junction,2012,end,,,,,non_road_link
49872,predecessor,junction,2012,start,,,,,non_road_link
49872,successor,junction,2013,end,,,,,non_road_link
49873,predecessor,junction,2013,start,,,,,non_road_link
49873,successor,junction,408,end,,,,,non_road_link
49874,predecessor,junction,408,start,,,,,non_road_link
49874,successor,junction,2440,end,,,,,non_road_link
49875,successor,junction,2439,end,,,,,non_road_link
49876,predecessor,junction,2384,start,,,,,non_road_link
49876,successor,junction,2312,end,,,,,non_road_link
49877,predecessor,junction,641,start,,,,,non_road_link
49877,successor,junction,2351,end,,,,,non_road_link
49878,predecessor,junction,2328,start,,,,,non_road_link
49878,successor,junction,2441,end,,,,,non_road_link
49879,predecessor,junction,2441,start,,,,,non_road_link
49879,successor,junction,2423,end,,,,,non_road_link
49880,predecessor,junction,2431,start,,,,,non_road_link
49880,successor,junction,2442,end,,,,,non_road_link
49881,predecessor,junction,2442,start,,,,,non_road_link
49881,successor,junction,2443,end,,,,,non_road_link
49882,predecessor,junction,2443,start,,,,,non_road_link
49882,successor,junction,2444,end,,,,,non_road_link
49883,predecessor,junction,2433,start,,,,,non_road_link
49883,successor,junction,2446,end,,,,,non_road_link
49884,predecessor,junction,2446,start,,,,,non_road_link
49884,successor,junction,2447,end,,,,,non_road_link
49885,predecessor,junction,2447,start,,,,,non_road_link
49885,successor,junction,2445,end,,,,,non_road_link
49886,predecessor,junction,2445,start,,,,,non_road_link
49886,successor,junction,1282,end,,,,,non_road_link
49887,predecessor,junction,2447,start,,,,,non_road_link
49887,successor,junction,2443,end,,,,,non_road_link
49888,predecessor,junction,2509,start,,,,,non_road_link
49888,successor,junction,2508,end,,,,,non_road_link
49889,predecessor,junction,1766,start,,,,,non_road_link
49889,successor,junction,1764,end,,,,,non_road_link
49890,predecessor,junction,2202,start,,,,,non_road_link
49890,successor,junction,2448,end,,,,,non_road_link
49891,predecessor,junction,2448,start,,,,,non_road_link
49891,successor,junction,2449,end,,,,,non_road_link
49892,predecessor,junction,2449,start,,,,,non_road_link
49892,successor,junction,2450,end,,,,,non_road_link
49893,predecessor,junction,2450,start,,,,,non_road_link
49893,successor,junction,2448,end,,,,,non_road_link
49894,predecessor,junction,2449,start,,,,,non_road_link
49894,successor,junction,2450,end,,,,,non_road_link
49895,predecessor,junction,2202,start,,,,,non_road_link
49895,successor,junction,2451,end,,,,,non_road_link
49896,predecessor,junction,2199,start,,,,,non_road_link
49896,successor,junction,2451,end,,,,,non_road_link
49897,predecessor,junction,2451,start,,,,,non_road_link
49897,successor,junction,1149,end,,,,,non_road_link
49898,predecessor,junction,1149,start,,,,,non_road_link
49899,predecessor,junction,549,start,,,,,non_road_link
49899,successor,junction,1835,end,,,,,non_road_link
49900,predecessor,junction,1950,start,,,,,non_road_link
49900,successor,junction,2452,end,,,,,non_road_link
49901,predecessor,junction,2452,start,,,,,non_road_link
49901,successor,junction,2203,end,,,,,non_road_link
49902,predecessor,junction,2452,start,,,,,non_road_link
49902,successor,junction,2453,end,,,,,non_road_link
49903,predecessor,junction,2453,start,,,,,non_road_link
49903,successor,junction,2454,end,,,,,non_road_link
49904,predecessor,junction,2453,start,,,,,non_road_link
49904,successor,junction,1453,end,,,,,non_road_link
49905,predecessor,junction,1663,start,,,,,non_road_link
49905,successor,junction,2455,end,,,,,non_road_link
49906,predecessor,junction,2455,start,,,,,non_road_link
49906,successor,junction,2456,end,,,,,non_road_link
49907,predecessor,junction,2456,start,,,,,non_road_link
49907,successor,junction,2457,end,,,,,non_road_link
49908,predecessor,junction,2457,start,,,,,non_road_link
49908,successor,junction,2458,end,,,,,non_road_link
49909,predecessor,junction,2457,start,,,,,non_road_link
49909,successor,junction,2456,end,,,,,non_road_link
49910,predecessor,junction,2460,start,,,,,non_road_link
49910,successor,junction,2459,end,,,,,non_road_link
49911,predecessor,junction,2459,start,,,,,non_road_link
49911,successor,junction,2461,end,,,,,non_road_link
49912,predecessor,junction,2461,start,,,,,non_road_link
49912,successor,junction,2459,end,,,,,non_road_link
49913,predecessor,junction,2461,start,,,,,non_road_link
49914,successor,junction,901,end,,,,,non_road_link
49915,predecessor,junction,900,start,,,,,non_road_link
49915,successor,junction,637,end,,,,,non_road_link
49916,predecessor,junction,2442,start,,,,,non_road_link
49916,successor,junction,2446,end,,,,,non_road_link
49917,predecessor,junction,2427,start,,,,,non_road_link
49917,successor,junction,2434,end,,,,,non_road_link
49918,predecessor,junction,2464,start,,,,,non_road_link
49918,successor,junction,2428,end,,,,,non_road_link
49919,predecessor,junction,2466,start,,,,,non_road_link
49919,successor,junction,2465,end,,,,,non_road_link
49920,predecessor,junction,2467,start,,,,,non_road_link
49920,successor,junction,2468,end,,,,,non_road_link
49921,predecessor,junction,2468,start,,,,,non_road_link
49921,successor,junction,266,end,,,,,non_road_link
49922,predecessor,junction,2470,start,,,,,non_road_link
49922,successor,junction,2469,end,,,,,non_road_link
49923,predecessor,junction,2469,start,,,,,non_road_link
49923,successor,junction,2471,end,,,,,non_road_link
49924,predecessor,junction,2473,start,,,,,non_road_link
49924,successor,junction,2472,end,,,,,non_road_link
49925,predecessor,junction,2472,start,,,,,non_road_link
49925,successor,junction,2471,end,,,,,non_road_link
49926,predecessor,junction,2471,start,,,,,non_road_link
49926,successor,junction,2326,end,,,,,non_road_link
49927,predecessor,junction,2325,start,,,,,non_road_link
49927,successor,junction,2471,end,,,,,non_road_link
49928,successor,junction,2470,end,,,,,non_road_link
49929,predecessor,junction,2470,start,,,,,non_road_link
49929,successor,junction,2474,end,,,,,non_road_link
49930,predecessor,junction,2474,start,,,,,non_road_link
49930,successor,junction,2473,end,,,,,non_road_link
49931,predecessor,junction,2473,start,,,,,non_road_link
49931,successor,junction,2323,end,,,,,non_road_link
49932,predecessor,junction,2472,start,,,,,non_road_link
49932,successor,junction,2474,end,,,,,non_road_link
49933,predecessor,junction,2475,start,,,,,non_road_link
49934,predecessor,junction,1025,start,,,,,non_road_link
49934,successor,junction,2476,end,,,,,non_road_link
49935,predecessor,junction,2476,start,,,,,non_road_link
49935,successor,junction,2824,end,,,,,non_road_link
49936,predecessor,junction,696,start,,,,,non_road_link
49936,successor,junction,2477,end,,,,,non_road_link
49937,predecessor,junction,2306,start,,,,,non_road_link
49937,successor,junction,2478,end,,,,,non_road_link
49938,predecessor,junction,2478,start,,,,,non_road_link
49938,successor,junction,2479,end,,,,,non_road_link
49939,predecessor,junction,2304,start,,,,,non_road_link
49939,successor,junction,2480,end,,,,,non_road_link
49940,predecessor,junction,2482,start,,,,,non_road_link
49940,successor,junction,2481,end,,,,,non_road_link
49941,predecessor,junction,2484,start,,,,,non_road_link
49941,successor,junction,2483,end,,,,,non_road_link
49942,predecessor,junction,635,start,,,,,non_road_link
49942,successor,junction,1522,end,,,,,non_road_link
49943,predecessor,junction,1522,start,,,,,non_road_link
49943,successor,junction,619,end,,,,,non_road_link
49944,predecessor,junction,2485,start,,,,,non_road_link
49944,successor,junction,2486,end,,,,,non_road_link
49945,predecessor,junction,1082,start,,,,,non_road_link
49945,successor,junction,2487,end,,,,,non_road_link
49946,predecessor,junction,2487,start,,,,,non_road_link
49946,successor,junction,2488,end,,,,,non_road_link
49947,predecessor,junction,2488,start,,,,,non_road_link
49947,successor,junction,2482,end,,,,,non_road_link
49948,predecessor,junction,2489,start,,,,,non_road_link
49948,successor,junction,2487,end,,,,,non_road_link
49949,predecessor,junction,2487,start,,,,,non_road_link
49949,successor,junction,973,end,,,,,non_road_link
49950,predecessor,junction,973,start,,,,,non_road_link
49950,successor,junction,2488,end,,,,,non_road_link
49951,predecessor,junction,2490,start,,,,,non_road_link
49951,successor,junction,2389,end,,,,,non_road_link
49952,predecessor,junction,2491,start,,,,,non_road_link
49952,successor,junction,2390,end,,,,,non_road_link
49953,predecessor,junction,2492,start,,,,,non_road_link
49953,successor,junction,2484,end,,,,,non_road_link
49954,predecessor,junction,2484,start,,,,,non_road_link
49954,successor,junction,2493,end,,,,,non_road_link
49955,predecessor,junction,2493,start,,,,,non_road_link
49955,successor,junction,2494,end,,,,,non_road_link
49956,predecessor,junction,2494,start,,,,,non_road_link
49956,successor,junction,2305,end,,,,,non_road_link
49957,predecessor,junction,2305,start,,,,,non_road_link
49957,successor,junction,2485,end,,,,,non_road_link
49958,predecessor,junction,2481,start,,,,,non_road_link
49958,successor,junction,1523,end,,,,,non_road_link
49959,predecessor,junction,1523,start,,,,,non_road_link
49959,successor,junction,2483,end,,,,,non_road_link
49960,predecessor,junction,2483,start,,,,,non_road_link
49960,successor,junction,2492,end,,,,,non_road_link
49961,predecessor,junction,2480,start,,,,,non_road_link
49961,successor,junction,2495,end,,,,,non_road_link
49962,predecessor,junction,2486,start,,,,,non_road_link
49962,successor,junction,634,end,,,,,non_road_link
49963,predecessor,junction,2495,start,,,,,non_road_link
49963,successor,junction,2494,end,,,,,non_road_link
49964,predecessor,junction,1643,start,,,,,non_road_link
49964,successor,junction,1644,end,,,,,non_road_link
49965,predecessor,junction,1644,start,,,,,non_road_link
49965,successor,junction,1632,end,,,,,non_road_link
49966,predecessor,junction,1632,start,,,,,non_road_link
49967,predecessor,junction,619,start,,,,,non_road_link
49967,successor,junction,2385,end,,,,,non_road_link
49968,predecessor,junction,2385,start,,,,,non_road_link
49968,successor,junction,2387,end,,,,,non_road_link
49969,predecessor,junction,2387,start,,,,,non_road_link
49969,successor,junction,2496,end,,,,,non_road_link
49970,predecessor,junction,2496,start,,,,,non_road_link
49970,successor,junction,2497,end,,,,,non_road_link
49971,successor,junction,2391,end,,,,,non_road_link
49972,predecessor,junction,2500,start,,,,,non_road_link
49972,successor,junction,2499,end,,,,,non_road_link
49973,predecessor,junction,2499,start,,,,,non_road_link
49973,successor,junction,2501,end,,,,,non_road_link
49974,predecessor,junction,2501,start,,,,,non_road_link
49974,successor,junction,2502,end,,,,,non_road_link
49975,predecessor,junction,2502,start,,,,,non_road_link
49975,successor,junction,2503,end,,,,,non_road_link
49976,predecessor,junction,254,start,,,,,non_road_link
49976,successor,junction,2504,end,,,,,non_road_link
49977,predecessor,junction,2505,start,,,,,non_road_link
49977,successor,junction,2486,end,,,,,non_road_link
49978,successor,junction,2506,end,,,,,non_road_link
49979,predecessor,junction,2506,start,,,,,non_road_link
49979,successor,junction,2500,end,,,,,non_road_link
49980,predecessor,junction,2500,start,,,,,non_road_link
49980,successor,junction,2479,end,,,,,non_road_link
49981,predecessor,junction,2479,start,,,,,non_road_link
49981,successor,junction,2507,end,,,,,non_road_link
49982,predecessor,junction,2507,start,,,,,non_road_link
49982,successor,junction,2307,end,,,,,non_road_link
49983,predecessor,junction,268,start,,,,,non_road_link
49983,successor,junction,2475,end,,,,,non_road_link
49984,predecessor,junction,2475,start,,,,,non_road_link
49984,successor,junction,1260,end,,,,,non_road_link
49985,predecessor,junction,2469,start,,,,,non_road_link
49986,predecessor,junction,640,start,,,,,non_road_link
49986,successor,junction,2510,end,,,,,non_road_link
49987,predecessor,junction,2512,start,,,,,non_road_link
49987,successor,junction,2511,end,,,,,non_road_link
49988,predecessor,junction,2511,start,,,,,non_road_link
49988,successor,junction,2513,end,,,,,non_road_link
49989,predecessor,junction,1511,start,,,,,non_road_link
49989,successor,junction,62,end,,,,,non_road_link
49990,predecessor,junction,216,start,,,,,non_road_link
49990,successor,junction,192,end,,,,,non_road_link
49991,predecessor,junction,192,start,,,,,non_road_link
49991,successor,junction,615,end,,,,,non_road_link
49992,predecessor,junction,2651,start,,,,,non_road_link
49992,successor,junction,3097,end,,,,,non_road_link
49993,predecessor,junction,2232,start,,,,,non_road_link
49993,successor,junction,159,end,,,,,non_road_link
49994,predecessor,junction,2724,start,,,,,non_road_link
49994,successor,junction,3,end,,,,,non_road_link
49995,predecessor,junction,260,start,,,,,non_road_link
49995,successor,junction,1866,end,,,,,non_road_link
49996,predecessor,junction,1866,start,,,,,non_road_link
49996,successor,junction,2145,end,,,,,non_road_link
49997,predecessor,junction,2145,start,,,,,non_road_link
49997,successor,junction,1830,end,,,,,non_road_link
49998,predecessor,junction,1830,start,,,,,non_road_link
49998,successor,junction,1241,end,,,,,non_road_link
49999,predecessor,junction,3361,start,,,,,non_road_link
49999,successor,junction,3475,end,,,,,non_road_link
50000,predecessor,junction,2446,start,,,,,non_road_link
50000,successor,junction,2514,end,,,,,non_road_link
50001,predecessor,junction,2516,start,,,,,non_road_link
50001,successor,junction,2515,end,,,,,non_road_link
50002,predecessor,junction,2429,start,,,,,non_road_link
50002,successor,junction,2444,end,,,,,non_road_link
50003,predecessor,junction,2444,start,,,,,non_road_link
50003,successor,junction,2445,end,,,,,non_road_link
50004,predecessor,junction,2445,start,,,,,non_road_link
50004,successor,junction,2517,end,,,,,non_road_link
50005,predecessor,junction,525,start,,,,,non_road_link
50005,successor,junction,524,end,,,,,non_road_link
50006,predecessor,junction,2519,start,,,,,non_road_link
50006,successor,junction,2518,end,,,,,non_road_link
50007,predecessor,junction,1295,start,,,,,non_road_link
50007,successor,junction,2434,end,,,,,non_road_link
50008,predecessor,junction,1295,start,,,,,non_road_link
50008,successor,junction,2428,end,,,,,non_road_link
50009,predecessor,junction,636,start,,,,,non_road_link
50009,successor,junction,2520,end,,,,,non_road_link
50010,predecessor,junction,2520,start,,,,,non_road_link
50010,successor,junction,2018,end,,,,,non_road_link
50011,predecessor,junction,1137,start,,,,,non_road_link
50011,successor,junction,1486,end,,,,,non_road_link
50012,predecessor,junction,1532,start,,,,,non_road_link
50012,successor,junction,1064,end,,,,,non_road_link
50013,predecessor,junction,1486,start,,,,,non_road_link
50013,successor,junction,1428,end,,,,,non_road_link
50014,predecessor,junction,1428,start,,,,,non_road_link
50014,successor,junction,1434,end,,,,,non_road_link
50015,predecessor,junction,1434,start,,,,,non_road_link
50015,successor,junction,1386,end,,,,,non_road_link
50016,predecessor,junction,1386,start,,,,,non_road_link
50016,successor,junction,1496,end,,,,,non_road_link
50017,predecessor,junction,1496,start,,,,,non_road_link
50017,successor,junction,1532,end,,,,,non_road_link
50018,predecessor,junction,393,start,,,,,non_road_link
50018,successor,junction,2521,end,,,,,non_road_link
50019,predecessor,junction,2521,start,,,,,non_road_link
50019,successor,junction,2522,end,,,,,non_road_link
50020,predecessor,junction,3486,start,,,,,non_road_link
50020,successor,junction,331,end,,,,,non_road_link
50021,predecessor,junction,2523,start,,,,,non_road_link
50021,successor,junction,2006,end,,,,,non_road_link
50022,predecessor,junction,2006,start,,,,,non_road_link
50022,successor,junction,460,end,,,,,non_road_link
50023,predecessor,junction,460,start,,,,,non_road_link
50023,successor,junction,1998,end,,,,,non_road_link
50024,predecessor,junction,1998,start,,,,,non_road_link
50024,successor,junction,2000,end,,,,,non_road_link
50025,predecessor,junction,2000,start,,,,,non_road_link
50025,successor,junction,2524,end,,,,,non_road_link
50026,predecessor,junction,2524,start,,,,,non_road_link
50026,successor,junction,2525,end,,,,,non_road_link
50027,predecessor,junction,2526,start,,,,,non_road_link
50027,successor,junction,1481,end,,,,,non_road_link
50028,predecessor,junction,1481,start,,,,,non_road_link
50028,successor,junction,1476,end,,,,,non_road_link
50029,predecessor,junction,1476,start,,,,,non_road_link
50029,successor,junction,1493,end,,,,,non_road_link
50030,predecessor,junction,1493,start,,,,,non_road_link
50030,successor,junction,1490,end,,,,,non_road_link
50031,predecessor,junction,1490,start,,,,,non_road_link
50031,successor,junction,1129,end,,,,,non_road_link
50032,predecessor,junction,2529,start,,,,,non_road_link
50032,successor,junction,2528,end,,,,,non_road_link
50033,successor,junction,2285,end,,,,,non_road_link
50034,predecessor,junction,2531,start,,,,,non_road_link
50034,successor,junction,2530,end,,,,,non_road_link
50035,predecessor,junction,2530,start,,,,,non_road_link
50035,successor,junction,2532,end,,,,,non_road_link
50036,predecessor,junction,2532,start,,,,,non_road_link
50036,successor,junction,2378,end,,,,,non_road_link
50037,predecessor,junction,2533,start,,,,,non_road_link
50037,successor,junction,2378,end,,,,,non_road_link
50038,predecessor,junction,3067,start,,,,,non_road_link
50038,successor,junction,3316,end,,,,,non_road_link
50039,predecessor,junction,1943,start,,,,,non_road_link
50039,successor,junction,648,end,,,,,non_road_link
50040,predecessor,junction,676,start,,,,,non_road_link
50040,successor,junction,3334,end,,,,,non_road_link
50041,predecessor,junction,1683,start,,,,,non_road_link
50041,successor,junction,677,end,,,,,non_road_link
50042,predecessor,junction,679,start,,,,,non_road_link
50042,successor,junction,1683,end,,,,,non_road_link
50043,predecessor,junction,679,start,,,,,non_road_link
50043,successor,junction,678,end,,,,,non_road_link
50044,predecessor,junction,675,start,,,,,non_road_link
50044,successor,junction,3329,end,,,,,non_road_link
50045,predecessor,junction,3331,start,,,,,non_road_link
50045,successor,junction,1727,end,,,,,non_road_link
50046,predecessor,junction,3324,start,,,,,non_road_link
50046,successor,junction,3328,end,,,,,non_road_link
50047,predecessor,junction,377,start,,,,,non_road_link
50047,successor,junction,1939,end,,,,,non_road_link
50048,predecessor,junction,1939,start,,,,,non_road_link
50048,successor,junction,1979,end,,,,,non_road_link
50049,predecessor,junction,1979,start,,,,,non_road_link
50049,successor,junction,780,end,,,,,non_road_link
50050,predecessor,junction,278,start,,,,,non_road_link
50050,successor,junction,277,end,,,,,non_road_link
50051,predecessor,junction,3044,start,,,,,non_road_link
50051,successor,junction,2658,end,,,,,non_road_link
50052,predecessor,junction,83,start,,,,,non_road_link
50052,successor,junction,1242,end,,,,,non_road_link
50053,successor,junction,3480,end,,,,,non_road_link
50054,predecessor,junction,3160,start,,,,,non_road_link
50054,successor,junction,3487,end,,,,,non_road_link
50055,predecessor,junction,3487,start,,,,,non_road_link
50055,successor,junction,2909,end,,,,,non_road_link
50056,predecessor,junction,573,start,,,,,non_road_link
50056,successor,junction,2534,end,,,,,non_road_link
50057,predecessor,junction,2378,start,,,,,non_road_link
50057,successor,junction,2377,end,,,,,non_road_link
50058,predecessor,junction,2377,start,,,,,non_road_link
50058,successor,junction,2521,end,,,,,non_road_link
50059,predecessor,junction,2467,start,,,,,non_road_link
50059,successor,junction,2535,end,,,,,non_road_link
50060,predecessor,junction,2536,start,,,,,non_road_link
50060,successor,junction,2515,end,,,,,non_road_link
50061,predecessor,junction,2515,start,,,,,non_road_link
50061,successor,junction,2537,end,,,,,non_road_link
50062,predecessor,junction,2537,start,,,,,non_road_link
50062,successor,junction,2535,end,,,,,non_road_link
50063,predecessor,junction,2535,start,,,,,non_road_link
50063,successor,junction,1660,end,,,,,non_road_link
50064,predecessor,junction,270,start,,,,,non_road_link
50064,successor,junction,2421,end,,,,,non_road_link
50065,predecessor,junction,2421,start,,,,,non_road_link
50065,successor,junction,2424,end,,,,,non_road_link
50066,predecessor,junction,2424,start,,,,,non_road_link
50066,successor,junction,639,end,,,,,non_road_link
50067,predecessor,junction,2539,start,,,,,non_road_link
50067,successor,junction,2540,end,,,,,non_road_link
50068,predecessor,junction,9,start,,,,,non_road_link
50068,successor,junction,2541,end,,,,,non_road_link
50069,predecessor,junction,2542,start,,,,,non_road_link
50069,successor,junction,115,end,,,,,non_road_link
50070,predecessor,junction,380,start,,,,,non_road_link
50070,successor,junction,2548,end,,,,,non_road_link
50071,predecessor,junction,2548,start,,,,,non_road_link
50071,successor,junction,2546,end,,,,,non_road_link
50072,predecessor,junction,2546,start,,,,,non_road_link
50072,successor,junction,2545,end,,,,,non_road_link
50073,predecessor,junction,2545,start,,,,,non_road_link
50073,successor,junction,2547,end,,,,,non_road_link
50074,predecessor,junction,2547,start,,,,,non_road_link
50074,successor,junction,380,end,,,,,non_road_link
50075,predecessor,junction,406,start,,,,,non_road_link
50075,successor,junction,1883,end,,,,,non_road_link
50076,predecessor,junction,1883,start,,,,,non_road_link
50076,successor,junction,2546,end,,,,,non_road_link
50077,predecessor,junction,2546,start,,,,,non_road_link
50077,successor,junction,2549,end,,,,,non_road_link
50078,predecessor,junction,2549,start,,,,,non_road_link
50078,successor,junction,2550,end,,,,,non_road_link
50079,predecessor,junction,2550,start,,,,,non_road_link
50079,successor,junction,2551,end,,,,,non_road_link
50080,predecessor,junction,2551,start,,,,,non_road_link
50080,successor,junction,380,end,,,,,non_road_link
50081,predecessor,junction,2550,start,,,,,non_road_link
50081,successor,junction,2547,end,,,,,non_road_link
50082,predecessor,junction,403,start,,,,,non_road_link
50082,successor,junction,2552,end,,,,,non_road_link
50083,predecessor,junction,2552,start,,,,,non_road_link
50083,successor,junction,2553,end,,,,,non_road_link
50084,predecessor,junction,2553,start,,,,,non_road_link
50084,successor,junction,375,end,,,,,non_road_link
50085,predecessor,junction,2332,start,,,,,non_road_link
50085,successor,junction,1938,end,,,,,non_road_link
50086,predecessor,junction,1938,start,,,,,non_road_link
50086,successor,junction,1977,end,,,,,non_road_link
50087,predecessor,junction,1977,start,,,,,non_road_link
50087,successor,junction,780,end,,,,,non_road_link
50088,predecessor,junction,2556,start,,,,,non_road_link
50088,successor,junction,34,end,,,,,non_road_link
50089,predecessor,junction,747,start,,,,,non_road_link
50089,successor,junction,1605,end,,,,,non_road_link
50090,predecessor,junction,1605,start,,,,,non_road_link
50090,successor,junction,1599,end,,,,,non_road_link
50091,predecessor,junction,1599,start,,,,,non_road_link
50091,successor,junction,1722,end,,,,,non_road_link
50092,successor,junction,747,end,,,,,non_road_link
50093,predecessor,junction,2558,start,,,,,non_road_link
50093,successor,junction,2372,end,,,,,non_road_link
50094,predecessor,junction,2372,start,,,,,non_road_link
50094,successor,junction,142,end,,,,,non_road_link
50095,predecessor,junction,144,start,,,,,non_road_link
50095,successor,junction,2617,end,,,,,non_road_link
50096,predecessor,junction,2818,start,,,,,non_road_link
50096,successor,junction,3288,end,,,,,non_road_link
50097,predecessor,junction,490,start,,,,,non_road_link
50097,successor,junction,3135,end,,,,,non_road_link
50098,predecessor,junction,489,start,,,,,non_road_link
50098,successor,junction,1676,end,,,,,non_road_link
50099,predecessor,junction,2559,start,,,,,non_road_link
50099,successor,junction,1044,end,,,,,non_road_link
50100,predecessor,junction,2622,start,,,,,non_road_link
50100,successor,junction,3370,end,,,,,non_road_link
50101,predecessor,junction,2647,start,,,,,non_road_link
50101,successor,junction,298,end,,,,,non_road_link
50102,predecessor,junction,20,start,,,,,non_road_link
50102,successor,junction,19,end,,,,,non_road_link
50103,predecessor,junction,2365,start,,,,,non_road_link
50103,successor,junction,2560,end,,,,,non_road_link
50104,predecessor,junction,2364,start,,,,,non_road_link
50104,successor,junction,2561,end,,,,,non_road_link
50105,predecessor,junction,2563,start,,,,,non_road_link
50105,successor,junction,2562,end,,,,,non_road_link
50106,predecessor,junction,479,start,,,,,non_road_link
50106,successor,junction,2564,end,,,,,non_road_link
50107,predecessor,junction,2564,start,,,,,non_road_link
50108,predecessor,junction,476,start,,,,,non_road_link
50108,successor,junction,2565,end,,,,,non_road_link
50109,predecessor,junction,479,start,,,,,non_road_link
50109,successor,junction,2566,end,,,,,non_road_link
50110,predecessor,junction,3084,start,,,,,non_road_link
50110,successor,junction,2563,end,,,,,non_road_link
50111,predecessor,junction,2563,start,,,,,non_road_link
50111,successor,junction,3488,end,,,,,non_road_link
50112,predecessor,junction,3488,start,,,,,non_road_link
50112,successor,junction,3084,end,,,,,non_road_link
50113,predecessor,junction,3488,start,,,,,non_road_link
50113,successor,junction,1669,end,,,,,non_road_link
50114,predecessor,junction,1106,start,,,,,non_road_link
50114,successor,junction,1211,end,,,,,non_road_link
50115,predecessor,junction,1211,start,,,,,non_road_link
50115,successor,junction,365,end,,,,,non_road_link
50116,predecessor,junction,604,start,,,,,non_road_link
50116,successor,junction,2567,end,,,,,non_road_link
50117,predecessor,junction,2567,start,,,,,non_road_link
50117,successor,junction,1296,end,,,,,non_road_link
50118,predecessor,junction,2569,start,,,,,non_road_link
50118,successor,junction,2568,end,,,,,non_road_link
50119,predecessor,junction,2568,start,,,,,non_road_link
50119,successor,junction,2570,end,,,,,non_road_link
50120,predecessor,junction,2570,start,,,,,non_road_link
50120,successor,junction,2571,end,,,,,non_road_link
50121,predecessor,junction,1216,start,,,,,non_road_link
50121,successor,junction,2568,end,,,,,non_road_link
50122,predecessor,junction,2568,start,,,,,non_road_link
50122,successor,junction,1222,end,,,,,non_road_link
50123,predecessor,junction,1331,start,,,,,non_road_link
50123,successor,junction,2572,end,,,,,non_road_link
50124,predecessor,junction,2572,start,,,,,non_road_link
50124,successor,junction,1309,end,,,,,non_road_link
50125,predecessor,junction,2299,start,,,,,non_road_link
50126,predecessor,junction,1230,start,,,,,non_road_link
50126,successor,junction,2573,end,,,,,non_road_link
50127,predecessor,junction,2573,start,,,,,non_road_link
50127,successor,junction,2574,end,,,,,non_road_link
