source_road,target_road,distance_m,heading_diff,reason
48842,70411,0.2,84.5,heading_incompatible (84.5° > 15.0°)
46221,56278,23.06,0.0,distance_exceeded (23.1m > 15.0m)
40420,60307,23.36,112.64,distance_exceeded (23.4m > 15.0m); heading_incompatible (112.6° > 15.0°)
47447,63313,12.3,72.58,heading_incompatible (72.6° > 15.0°)
40362,69136,21.52,0.0,distance_exceeded (21.5m > 15.0m)
48337,67269,19.75,126.92,distance_exceeded (19.8m > 15.0m); heading_incompatible (126.9° > 15.0°)
46996,54613,16.17,0.0,distance_exceeded (16.2m > 15.0m)
46312,57250,21.35,126.8,distance_exceeded (21.3m > 15.0m); heading_incompatible (126.8° > 15.0°)
47556,64020,34.73,0.0,distance_exceeded (34.7m > 15.0m)
43976,68856,13.08,33.4,heading_incompatible (33.4° > 15.0°)
43655,71217,0.87,79.05,heading_incompatible (79.0° > 15.0°)
42045,61235,41.27,16.31,distance_exceeded (41.3m > 15.0m); heading_incompatible (16.3° > 15.0°)
48952,64989,24.03,65.07,distance_exceeded (24.0m > 15.0m); heading_incompatible (65.1° > 15.0°)
40445,59803,43.35,0.0,distance_exceeded (43.4m > 15.0m)
44258,52633,0.2,44.47,heading_incompatible (44.5° > 15.0°)
44090,72113,2.81,163.5,heading_incompatible (163.5° > 15.0°)
41890,60271,0.2,71.42,heading_incompatible (71.4° > 15.0°)
44310,70283,17.07,173.25,distance_exceeded (17.1m > 15.0m); heading_incompatible (173.3° > 15.0°)
47077,62001,19.69,164.81,distance_exceeded (19.7m > 15.0m); heading_incompatible (164.8° > 15.0°)
42979,66032,14.09,160.54,heading_incompatible (160.5° > 15.0°)
45290,62660,48.17,136.76,distance_exceeded (48.2m > 15.0m); heading_incompatible (136.8° > 15.0°)
41236,56613,5.95,154.79,heading_incompatible (154.8° > 15.0°)
46852,60576,31.85,83.37,distance_exceeded (31.9m > 15.0m); heading_incompatible (83.4° > 15.0°)
41230,58429,13.55,112.76,heading_incompatible (112.8° > 15.0°)
41823,59756,33.38,68.28,distance_exceeded (33.4m > 15.0m); heading_incompatible (68.3° > 15.0°)
44768,65732,0.2,150.76,heading_incompatible (150.8° > 15.0°)
44309,55322,4.49,80.47,heading_incompatible (80.5° > 15.0°)
46967,71730,20.9,166.89,distance_exceeded (20.9m > 15.0m); heading_incompatible (166.9° > 15.0°)
42562,62031,3.65,125.27,heading_incompatible (125.3° > 15.0°)
40103,67395,39.39,0.0,distance_exceeded (39.4m > 15.0m)
45351,59705,38.03,174.3,distance_exceeded (38.0m > 15.0m); heading_incompatible (174.3° > 15.0°)
40735,51854,3.67,149.89,heading_incompatible (149.9° > 15.0°)
45330,57974,0.73,106.72,heading_incompatible (106.7° > 15.0°)
41093,54032,23.98,113.85,distance_exceeded (24.0m > 15.0m); heading_incompatible (113.9° > 15.0°)
49535,62889,0.2,43.9,heading_incompatible (43.9° > 15.0°)
43409,66402,26.7,102.31,distance_exceeded (26.7m > 15.0m); heading_incompatible (102.3° > 15.0°)
47553,64005,27.66,82.36,distance_exceeded (27.7m > 15.0m); heading_incompatible (82.4° > 15.0°)
48611,67913,22.27,25.8,distance_exceeded (22.3m > 15.0m); heading_incompatible (25.8° > 15.0°)
49509,51127,13.05,98.41,heading_incompatible (98.4° > 15.0°)
41915,60397,42.25,0.0,distance_exceeded (42.3m > 15.0m)
45284,64967,46.14,140.59,distance_exceeded (46.1m > 15.0m); heading_incompatible (140.6° > 15.0°)
46470,58049,27.33,0.0,distance_exceeded (27.3m > 15.0m)
46728,59880,3.75,87.96,heading_incompatible (88.0° > 15.0°)
45977,52708,0.2,96.07,heading_incompatible (96.1° > 15.0°)
48883,71247,26.2,0.0,distance_exceeded (26.2m > 15.0m)
40796,50771,46.94,148.23,distance_exceeded (46.9m > 15.0m); heading_incompatible (148.2° > 15.0°)
45776,51449,0.2,81.14,heading_incompatible (81.1° > 15.0°)
46838,60557,1.34,148.5,heading_incompatible (148.5° > 15.0°)
46013,70542,2.6,178.29,heading_incompatible (178.3° > 15.0°)
40957,65019,0.2,156.46,heading_incompatible (156.5° > 15.0°)
45117,69971,7.71,66.05,heading_incompatible (66.0° > 15.0°)
45303,51097,48.45,27.06,distance_exceeded (48.5m > 15.0m); heading_incompatible (27.1° > 15.0°)
42438,68643,4.31,129.18,heading_incompatible (129.2° > 15.0°)
47511,65656,9.42,98.99,heading_incompatible (99.0° > 15.0°)
44379,51723,0.2,128.39,heading_incompatible (128.4° > 15.0°)
43315,55410,21.48,0.0,distance_exceeded (21.5m > 15.0m)
48392,69711,23.06,105.56,distance_exceeded (23.1m > 15.0m); heading_incompatible (105.6° > 15.0°)
45372,69396,8.3,97.02,heading_incompatible (97.0° > 15.0°)
44197,72535,2.63,67.9,heading_incompatible (67.9° > 15.0°)
46012,51737,18.08,171.8,distance_exceeded (18.1m > 15.0m); heading_incompatible (171.8° > 15.0°)
40375,50876,48.44,179.87,distance_exceeded (48.4m > 15.0m); heading_incompatible (179.9° > 15.0°)
48142,63414,30.01,133.79,distance_exceeded (30.0m > 15.0m); heading_incompatible (133.8° > 15.0°)
44153,55283,5.95,177.67,heading_incompatible (177.7° > 15.0°)
48976,67627,0.2,132.76,heading_incompatible (132.8° > 15.0°)
43550,55762,26.26,10.51,distance_exceeded (26.3m > 15.0m)
45329,55773,9.12,33.8,heading_incompatible (33.8° > 15.0°)
48012,66000,0.2,33.81,heading_incompatible (33.8° > 15.0°)
48513,55915,0.2,87.42,heading_incompatible (87.4° > 15.0°)
44240,52379,9.8,114.3,heading_incompatible (114.3° > 15.0°)
43562,63399,3.59,178.11,heading_incompatible (178.1° > 15.0°)
46335,60754,48.74,29.02,distance_exceeded (48.7m > 15.0m); heading_incompatible (29.0° > 15.0°)
48814,68452,2.39,121.68,heading_incompatible (121.7° > 15.0°)
40520,53327,30.33,0.0,distance_exceeded (30.3m > 15.0m)
44371,71302,0.2,61.98,heading_incompatible (62.0° > 15.0°)
48452,55849,17.91,82.76,distance_exceeded (17.9m > 15.0m); heading_incompatible (82.8° > 15.0°)
45959,54279,43.95,103.2,distance_exceeded (44.0m > 15.0m); heading_incompatible (103.2° > 15.0°)
46422,58073,23.5,4.88,distance_exceeded (23.5m > 15.0m)
42043,61231,39.38,0.0,distance_exceeded (39.4m > 15.0m)
46073,54923,32.43,97.88,distance_exceeded (32.4m > 15.0m); heading_incompatible (97.9° > 15.0°)
43123,57734,14.96,99.87,heading_incompatible (99.9° > 15.0°)
46194,56102,3.73,88.82,heading_incompatible (88.8° > 15.0°)
40776,65310,3.74,68.47,heading_incompatible (68.5° > 15.0°)
42371,62810,37.18,178.05,distance_exceeded (37.2m > 15.0m); heading_incompatible (178.0° > 15.0°)
49654,69587,0.2,21.41,heading_incompatible (21.4° > 15.0°)
45466,52403,16.15,133.87,distance_exceeded (16.1m > 15.0m); heading_incompatible (133.9° > 15.0°)
48166,66341,18.07,0.0,distance_exceeded (18.1m > 15.0m)
42674,54506,2.74,174.7,heading_incompatible (174.7° > 15.0°)
43381,62164,34.79,128.39,distance_exceeded (34.8m > 15.0m); heading_incompatible (128.4° > 15.0°)
45006,56821,1.42,158.72,heading_incompatible (158.7° > 15.0°)
41614,58055,45.64,0.0,distance_exceeded (45.6m > 15.0m)
48186,66775,29.2,8.38,distance_exceeded (29.2m > 15.0m)
47239,66297,10.69,20.42,heading_incompatible (20.4° > 15.0°)
45488,53656,16.65,115.8,distance_exceeded (16.7m > 15.0m); heading_incompatible (115.8° > 15.0°)
47700,56980,17.41,43.2,distance_exceeded (17.4m > 15.0m); heading_incompatible (43.2° > 15.0°)
48741,67079,16.14,80.57,distance_exceeded (16.1m > 15.0m); heading_incompatible (80.6° > 15.0°)
46893,60855,41.82,3.61,distance_exceeded (41.8m > 15.0m)
44696,50412,0.2,90.1,heading_incompatible (90.1° > 15.0°)
43480,59911,25.4,178.86,distance_exceeded (25.4m > 15.0m); heading_incompatible (178.9° > 15.0°)
42217,59847,25.45,33.48,distance_exceeded (25.5m > 15.0m); heading_incompatible (33.5° > 15.0°)
49718,61255,17.97,103.9,distance_exceeded (18.0m > 15.0m); heading_incompatible (103.9° > 15.0°)
47064,61960,6.22,140.0,heading_incompatible (140.0° > 15.0°)
41936,60494,19.0,93.81,distance_exceeded (19.0m > 15.0m); heading_incompatible (93.8° > 15.0°)
42909,71420,18.78,93.19,distance_exceeded (18.8m > 15.0m); heading_incompatible (93.2° > 15.0°)
48431,71867,5.95,177.0,heading_incompatible (177.0° > 15.0°)
49568,53157,12.87,123.12,heading_incompatible (123.1° > 15.0°)
44930,64531,8.78,146.3,heading_incompatible (146.3° > 15.0°)
40503,51153,13.97,40.79,heading_incompatible (40.8° > 15.0°)
45963,54202,6.05,90.51,heading_incompatible (90.5° > 15.0°)
47827,65037,18.8,115.78,distance_exceeded (18.8m > 15.0m); heading_incompatible (115.8° > 15.0°)
44306,51505,46.03,65.08,distance_exceeded (46.0m > 15.0m); heading_incompatible (65.1° > 15.0°)
46511,58432,37.0,2.27,distance_exceeded (37.0m > 15.0m)
44005,71788,28.85,37.58,distance_exceeded (28.9m > 15.0m); heading_incompatible (37.6° > 15.0°)
45581,72020,14.58,108.91,heading_incompatible (108.9° > 15.0°)
40123,59505,48.24,0.0,distance_exceeded (48.2m > 15.0m)
46818,60338,21.55,0.0,distance_exceeded (21.6m > 15.0m)
42482,52358,18.59,49.16,distance_exceeded (18.6m > 15.0m); heading_incompatible (49.2° > 15.0°)
47729,53464,37.07,159.73,distance_exceeded (37.1m > 15.0m); heading_incompatible (159.7° > 15.0°)
41669,60094,18.77,0.0,distance_exceeded (18.8m > 15.0m)
45910,69903,5.5,119.45,heading_incompatible (119.4° > 15.0°)
44647,65358,28.6,156.14,distance_exceeded (28.6m > 15.0m); heading_incompatible (156.1° > 15.0°)
48249,50605,47.56,89.97,distance_exceeded (47.6m > 15.0m); heading_incompatible (90.0° > 15.0°)
42430,63060,3.33,119.27,heading_incompatible (119.3° > 15.0°)
44978,56940,3.43,109.38,heading_incompatible (109.4° > 15.0°)
48415,56807,2.32,113.44,heading_incompatible (113.4° > 15.0°)
45773,65571,0.2,153.63,heading_incompatible (153.6° > 15.0°)
48906,68546,26.28,139.27,distance_exceeded (26.3m > 15.0m); heading_incompatible (139.3° > 15.0°)
44257,56198,6.68,142.1,heading_incompatible (142.1° > 15.0°)
49550,67102,3.76,88.68,heading_incompatible (88.7° > 15.0°)
45135,58803,33.59,0.0,distance_exceeded (33.6m > 15.0m)
42754,67621,20.78,0.0,distance_exceeded (20.8m > 15.0m)
42200,57849,3.74,100.31,heading_incompatible (100.3° > 15.0°)
40601,60193,17.0,92.03,distance_exceeded (17.0m > 15.0m); heading_incompatible (92.0° > 15.0°)
43473,54888,18.21,75.46,distance_exceeded (18.2m > 15.0m); heading_incompatible (75.5° > 15.0°)
45460,50683,15.07,3.74,distance_exceeded (15.1m > 15.0m)
40917,52553,24.7,79.47,distance_exceeded (24.7m > 15.0m); heading_incompatible (79.5° > 15.0°)
43016,66186,0.2,139.14,heading_incompatible (139.1° > 15.0°)
47715,64579,24.05,0.0,distance_exceeded (24.1m > 15.0m)
43794,65734,11.07,95.98,heading_incompatible (96.0° > 15.0°)
43732,68637,9.21,152.88,heading_incompatible (152.9° > 15.0°)
39963,50155,0.2,116.63,heading_incompatible (116.6° > 15.0°)
44952,50254,15.67,0.0,distance_exceeded (15.7m > 15.0m)
40421,68017,16.99,0.0,distance_exceeded (17.0m > 15.0m)
42617,64292,43.59,176.68,distance_exceeded (43.6m > 15.0m); heading_incompatible (176.7° > 15.0°)
40870,54432,0.2,46.86,heading_incompatible (46.9° > 15.0°)
41204,54994,31.04,0.0,distance_exceeded (31.0m > 15.0m)
42718,65666,32.5,154.45,distance_exceeded (32.5m > 15.0m); heading_incompatible (154.4° > 15.0°)
44512,52011,10.76,36.62,heading_incompatible (36.6° > 15.0°)
42423,63726,41.59,0.0,distance_exceeded (41.6m > 15.0m)
48206,66542,6.23,103.78,heading_incompatible (103.8° > 15.0°)
45539,51921,1.29,30.02,heading_incompatible (30.0° > 15.0°)
40535,56852,9.52,120.06,heading_incompatible (120.1° > 15.0°)
49519,68575,18.88,0.0,distance_exceeded (18.9m > 15.0m)
43225,67273,24.85,85.22,distance_exceeded (24.8m > 15.0m); heading_incompatible (85.2° > 15.0°)
43681,68408,0.2,56.49,heading_incompatible (56.5° > 15.0°)
48109,56771,0.2,152.65,heading_incompatible (152.6° > 15.0°)
43905,65742,0.2,21.56,heading_incompatible (21.6° > 15.0°)
46724,64923,25.78,94.43,distance_exceeded (25.8m > 15.0m); heading_incompatible (94.4° > 15.0°)
42726,66196,37.79,7.21,distance_exceeded (37.8m > 15.0m)
40657,53352,12.98,30.16,heading_incompatible (30.2° > 15.0°)
43839,58734,0.2,101.51,heading_incompatible (101.5° > 15.0°)
48007,56945,0.2,66.6,heading_incompatible (66.6° > 15.0°)
44838,64176,5.95,90.72,heading_incompatible (90.7° > 15.0°)
48367,62741,14.04,88.44,heading_incompatible (88.4° > 15.0°)
46717,59798,38.41,11.85,distance_exceeded (38.4m > 15.0m)
42317,60245,0.2,84.59,heading_incompatible (84.6° > 15.0°)
43940,68789,19.67,165.92,distance_exceeded (19.7m > 15.0m); heading_incompatible (165.9° > 15.0°)
48051,71712,13.92,22.8,heading_incompatible (22.8° > 15.0°)
40045,66663,22.66,155.82,distance_exceeded (22.7m > 15.0m); heading_incompatible (155.8° > 15.0°)
43308,56006,10.75,95.49,heading_incompatible (95.5° > 15.0°)
44099,71854,11.53,101.88,heading_incompatible (101.9° > 15.0°)
45772,52730,23.22,174.27,distance_exceeded (23.2m > 15.0m); heading_incompatible (174.3° > 15.0°)
46308,72110,22.31,0.0,distance_exceeded (22.3m > 15.0m)
42959,59922,21.58,175.09,distance_exceeded (21.6m > 15.0m); heading_incompatible (175.1° > 15.0°)
48806,68061,0.51,114.54,heading_incompatible (114.5° > 15.0°)
40697,68057,12.79,78.9,heading_incompatible (78.9° > 15.0°)
43998,60626,48.97,130.02,distance_exceeded (49.0m > 15.0m); heading_incompatible (130.0° > 15.0°)
41151,56573,40.22,0.0,distance_exceeded (40.2m > 15.0m)
43765,51962,36.84,118.78,distance_exceeded (36.8m > 15.0m); heading_incompatible (118.8° > 15.0°)
48594,67773,22.29,0.0,distance_exceeded (22.3m > 15.0m)
42782,65151,21.81,133.62,distance_exceeded (21.8m > 15.0m); heading_incompatible (133.6° > 15.0°)
47725,64848,40.06,54.12,distance_exceeded (40.1m > 15.0m); heading_incompatible (54.1° > 15.0°)
42637,63267,24.26,0.0,distance_exceeded (24.3m > 15.0m)
39913,60619,21.68,170.86,distance_exceeded (21.7m > 15.0m); heading_incompatible (170.9° > 15.0°)
43847,61650,6.52,57.56,heading_incompatible (57.6° > 15.0°)
41736,68794,20.72,99.11,distance_exceeded (20.7m > 15.0m); heading_incompatible (99.1° > 15.0°)
44184,69310,10.12,120.37,heading_incompatible (120.4° > 15.0°)
46591,63507,37.22,0.0,distance_exceeded (37.2m > 15.0m)
40095,57065,0.2,114.56,heading_incompatible (114.6° > 15.0°)
45598,59334,23.86,171.46,distance_exceeded (23.9m > 15.0m); heading_incompatible (171.5° > 15.0°)
46070,51439,24.71,16.84,distance_exceeded (24.7m > 15.0m); heading_incompatible (16.8° > 15.0°)
44066,59666,27.37,91.75,distance_exceeded (27.4m > 15.0m); heading_incompatible (91.8° > 15.0°)
44069,71277,3.26,28.3,heading_incompatible (28.3° > 15.0°)
47220,51332,45.44,0.0,distance_exceeded (45.4m > 15.0m)
47327,62803,6.94,171.72,heading_incompatible (171.7° > 15.0°)
47490,63538,15.85,168.12,distance_exceeded (15.8m > 15.0m); heading_incompatible (168.1° > 15.0°)
44142,55529,0.2,96.09,heading_incompatible (96.1° > 15.0°)
48232,63352,5.94,92.27,heading_incompatible (92.3° > 15.0°)
48435,51140,10.19,105.63,heading_incompatible (105.6° > 15.0°)
47744,56051,33.26,0.0,distance_exceeded (33.3m > 15.0m)
48876,68515,17.33,0.0,distance_exceeded (17.3m > 15.0m)
47159,72163,5.95,63.11,heading_incompatible (63.1° > 15.0°)
44965,59473,35.3,74.04,distance_exceeded (35.3m > 15.0m); heading_incompatible (74.0° > 15.0°)
39915,69724,0.2,90.14,heading_incompatible (90.1° > 15.0°)
40141,63503,26.57,115.75,distance_exceeded (26.6m > 15.0m); heading_incompatible (115.8° > 15.0°)
47999,59837,36.43,0.0,distance_exceeded (36.4m > 15.0m)
47467,65759,40.12,111.11,distance_exceeded (40.1m > 15.0m); heading_incompatible (111.1° > 15.0°)
48980,68022,27.14,10.56,distance_exceeded (27.1m > 15.0m)
41348,56104,17.73,78.33,distance_exceeded (17.7m > 15.0m); heading_incompatible (78.3° > 15.0°)
48884,71260,38.9,0.0,distance_exceeded (38.9m > 15.0m)
43954,53684,20.46,123.92,distance_exceeded (20.5m > 15.0m); heading_incompatible (123.9° > 15.0°)
40864,52216,1.94,155.99,heading_incompatible (156.0° > 15.0°)
43047,66223,27.4,42.69,distance_exceeded (27.4m > 15.0m); heading_incompatible (42.7° > 15.0°)
43853,66417,21.15,0.0,distance_exceeded (21.1m > 15.0m)
47760,64966,12.92,56.57,heading_incompatible (56.6° > 15.0°)
46580,58940,27.62,29.95,distance_exceeded (27.6m > 15.0m); heading_incompatible (29.9° > 15.0°)
40355,72242,19.24,0.0,distance_exceeded (19.2m > 15.0m)
47740,59350,21.17,124.28,distance_exceeded (21.2m > 15.0m); heading_incompatible (124.3° > 15.0°)
47717,64698,49.06,0.0,distance_exceeded (49.1m > 15.0m)
46337,57413,28.84,10.22,distance_exceeded (28.8m > 15.0m)
41790,64900,1.76,93.53,heading_incompatible (93.5° > 15.0°)
41783,71535,19.24,169.34,distance_exceeded (19.2m > 15.0m); heading_incompatible (169.3° > 15.0°)
46768,60140,34.66,9.01,distance_exceeded (34.7m > 15.0m)
47072,61939,44.02,15.89,distance_exceeded (44.0m > 15.0m); heading_incompatible (15.9° > 15.0°)
49006,51931,5.04,147.96,heading_incompatible (148.0° > 15.0°)
44370,71295,3.72,73.19,heading_incompatible (73.2° > 15.0°)
41797,59423,28.83,0.0,distance_exceeded (28.8m > 15.0m)
44833,62159,4.34,49.66,heading_incompatible (49.7° > 15.0°)
43280,56135,1.26,152.74,heading_incompatible (152.7° > 15.0°)
45975,69482,26.87,22.77,distance_exceeded (26.9m > 15.0m); heading_incompatible (22.8° > 15.0°)
44721,49817,12.32,52.55,heading_incompatible (52.6° > 15.0°)
42053,61280,0.62,177.85,heading_incompatible (177.8° > 15.0°)
49277,53722,40.92,0.0,distance_exceeded (40.9m > 15.0m)
47030,61733,2.97,117.55,heading_incompatible (117.6° > 15.0°)
45088,49990,45.17,0.0,distance_exceeded (45.2m > 15.0m)
47737,59343,18.92,158.21,distance_exceeded (18.9m > 15.0m); heading_incompatible (158.2° > 15.0°)
47538,72017,26.18,0.0,distance_exceeded (26.2m > 15.0m)
40210,62240,26.18,39.41,distance_exceeded (26.2m > 15.0m); heading_incompatible (39.4° > 15.0°)
42883,62047,0.2,165.54,heading_incompatible (165.5° > 15.0°)
40469,51045,0.2,134.29,heading_incompatible (134.3° > 15.0°)
39967,50139,1.01,169.65,heading_incompatible (169.6° > 15.0°)
47886,64756,34.09,31.76,distance_exceeded (34.1m > 15.0m); heading_incompatible (31.8° > 15.0°)
43043,63411,4.48,74.62,heading_incompatible (74.6° > 15.0°)
46743,59378,16.96,2.46,distance_exceeded (17.0m > 15.0m)
45609,69433,22.23,63.21,distance_exceeded (22.2m > 15.0m); heading_incompatible (63.2° > 15.0°)
46536,58491,18.99,0.0,distance_exceeded (19.0m > 15.0m)
42884,59098,1.39,85.12,heading_incompatible (85.1° > 15.0°)
46366,71338,1.12,26.65,heading_incompatible (26.7° > 15.0°)
43820,68957,13.0,110.3,heading_incompatible (110.3° > 15.0°)
44907,50750,38.96,47.36,distance_exceeded (39.0m > 15.0m); heading_incompatible (47.4° > 15.0°)
42094,61046,23.74,105.36,distance_exceeded (23.7m > 15.0m); heading_incompatible (105.4° > 15.0°)
49506,69812,1.46,53.06,heading_incompatible (53.1° > 15.0°)
40514,51253,18.35,91.72,distance_exceeded (18.4m > 15.0m); heading_incompatible (91.7° > 15.0°)
41958,60560,15.71,97.0,distance_exceeded (15.7m > 15.0m); heading_incompatible (97.0° > 15.0°)
45508,71833,0.2,152.02,heading_incompatible (152.0° > 15.0°)
49325,52497,22.46,18.19,distance_exceeded (22.5m > 15.0m); heading_incompatible (18.2° > 15.0°)
46439,57998,21.43,138.32,distance_exceeded (21.4m > 15.0m); heading_incompatible (138.3° > 15.0°)
47196,62265,0.2,89.48,heading_incompatible (89.5° > 15.0°)
40155,69849,38.38,167.69,distance_exceeded (38.4m > 15.0m); heading_incompatible (167.7° > 15.0°)
48336,67203,22.42,79.38,distance_exceeded (22.4m > 15.0m); heading_incompatible (79.4° > 15.0°)
49641,66206,35.37,131.0,distance_exceeded (35.4m > 15.0m); heading_incompatible (131.0° > 15.0°)
41901,70748,49.01,177.74,distance_exceeded (49.0m > 15.0m); heading_incompatible (177.7° > 15.0°)
47711,63870,19.26,41.43,distance_exceeded (19.3m > 15.0m); heading_incompatible (41.4° > 15.0°)
45357,59730,20.58,0.0,distance_exceeded (20.6m > 15.0m)
47941,63416,26.12,1.98,distance_exceeded (26.1m > 15.0m)
43349,67256,16.42,102.47,distance_exceeded (16.4m > 15.0m); heading_incompatible (102.5° > 15.0°)
43636,68755,0.2,122.77,heading_incompatible (122.8° > 15.0°)
49582,70457,11.92,90.1,heading_incompatible (90.1° > 15.0°)
45784,53017,10.19,55.26,heading_incompatible (55.3° > 15.0°)
41715,58879,4.49,100.74,heading_incompatible (100.7° > 15.0°)
41664,55214,0.2,95.98,heading_incompatible (96.0° > 15.0°)
42612,71836,12.18,107.93,heading_incompatible (107.9° > 15.0°)
47846,66490,9.01,27.88,heading_incompatible (27.9° > 15.0°)
41684,58530,44.27,0.0,distance_exceeded (44.3m > 15.0m)
47684,51810,1.16,68.76,heading_incompatible (68.8° > 15.0°)
43388,60713,21.32,113.0,distance_exceeded (21.3m > 15.0m); heading_incompatible (113.0° > 15.0°)
40270,52879,39.41,21.9,distance_exceeded (39.4m > 15.0m); heading_incompatible (21.9° > 15.0°)
48925,68161,0.2,75.7,heading_incompatible (75.7° > 15.0°)
49544,54510,15.53,0.0,distance_exceeded (15.5m > 15.0m)
40115,57788,24.84,23.87,distance_exceeded (24.8m > 15.0m); heading_incompatible (23.9° > 15.0°)
42210,57678,40.62,169.88,distance_exceeded (40.6m > 15.0m); heading_incompatible (169.9° > 15.0°)
43689,72278,25.22,28.0,distance_exceeded (25.2m > 15.0m); heading_incompatible (28.0° > 15.0°)
47134,67709,0.2,177.57,heading_incompatible (177.6° > 15.0°)
40739,61309,5.95,27.02,heading_incompatible (27.0° > 15.0°)
44928,66063,8.71,177.84,heading_incompatible (177.8° > 15.0°)
49049,49963,27.6,0.0,distance_exceeded (27.6m > 15.0m)
49486,50202,5.26,172.13,heading_incompatible (172.1° > 15.0°)
49020,68402,20.35,0.0,distance_exceeded (20.3m > 15.0m)
48169,66356,37.79,0.0,distance_exceeded (37.8m > 15.0m)
42809,70577,0.2,162.71,heading_incompatible (162.7° > 15.0°)
48061,66098,7.35,26.52,heading_incompatible (26.5° > 15.0°)
42001,61750,1.18,32.16,heading_incompatible (32.2° > 15.0°)
41303,51424,6.74,153.14,heading_incompatible (153.1° > 15.0°)
44039,69686,3.09,159.0,heading_incompatible (159.0° > 15.0°)
44988,57060,4.32,132.86,heading_incompatible (132.9° > 15.0°)
48139,64345,19.09,98.05,distance_exceeded (19.1m > 15.0m); heading_incompatible (98.0° > 15.0°)
43667,65481,23.47,114.68,distance_exceeded (23.5m > 15.0m); heading_incompatible (114.7° > 15.0°)
45686,52214,18.45,35.01,distance_exceeded (18.4m > 15.0m); heading_incompatible (35.0° > 15.0°)
48766,72173,43.8,0.0,distance_exceeded (43.8m > 15.0m)
46792,60288,28.78,9.81,distance_exceeded (28.8m > 15.0m)
39997,49784,4.55,57.78,heading_incompatible (57.8° > 15.0°)
49545,71878,12.54,88.25,heading_incompatible (88.2° > 15.0°)
43363,67611,18.23,164.17,distance_exceeded (18.2m > 15.0m); heading_incompatible (164.2° > 15.0°)
46433,58095,0.2,179.47,heading_incompatible (179.5° > 15.0°)
40756,62667,7.1,138.39,heading_incompatible (138.4° > 15.0°)
45406,68331,4.02,19.18,heading_incompatible (19.2° > 15.0°)
44036,50234,24.8,6.17,distance_exceeded (24.8m > 15.0m)
40166,59329,0.2,122.16,heading_incompatible (122.2° > 15.0°)
46696,69918,4.88,51.42,heading_incompatible (51.4° > 15.0°)
43177,66635,17.87,0.0,distance_exceeded (17.9m > 15.0m)
40091,50962,47.5,4.36,distance_exceeded (47.5m > 15.0m)
45210,51160,11.92,167.34,heading_incompatible (167.3° > 15.0°)
41418,56541,15.58,30.85,distance_exceeded (15.6m > 15.0m); heading_incompatible (30.9° > 15.0°)
42820,63778,0.2,156.83,heading_incompatible (156.8° > 15.0°)
46090,56787,42.18,0.0,distance_exceeded (42.2m > 15.0m)
46136,55696,47.35,0.0,distance_exceeded (47.3m > 15.0m)
41549,58033,3.25,106.55,heading_incompatible (106.5° > 15.0°)
47152,53389,5.95,87.01,heading_incompatible (87.0° > 15.0°)
41705,60191,49.06,14.57,distance_exceeded (49.1m > 15.0m)
49043,52578,8.91,160.61,heading_incompatible (160.6° > 15.0°)
44288,58317,4.22,176.47,heading_incompatible (176.5° > 15.0°)
49036,63255,0.2,145.28,heading_incompatible (145.3° > 15.0°)
40150,51456,13.1,168.45,heading_incompatible (168.4° > 15.0°)
43856,59186,17.9,19.34,distance_exceeded (17.9m > 15.0m); heading_incompatible (19.3° > 15.0°)
47598,64221,30.38,70.93,distance_exceeded (30.4m > 15.0m); heading_incompatible (70.9° > 15.0°)
44480,49781,3.33,43.42,heading_incompatible (43.4° > 15.0°)
40664,64521,9.97,86.46,heading_incompatible (86.5° > 15.0°)
47520,62975,6.87,102.41,heading_incompatible (102.4° > 15.0°)
47811,52888,12.29,17.86,heading_incompatible (17.9° > 15.0°)
41906,60373,16.31,0.0,distance_exceeded (16.3m > 15.0m)
41570,64711,15.59,179.24,distance_exceeded (15.6m > 15.0m); heading_incompatible (179.2° > 15.0°)
41100,70952,44.56,128.66,distance_exceeded (44.6m > 15.0m); heading_incompatible (128.7° > 15.0°)
43369,58425,19.98,72.74,distance_exceeded (20.0m > 15.0m); heading_incompatible (72.7° > 15.0°)
42788,50353,13.02,49.7,heading_incompatible (49.7° > 15.0°)
41296,65674,7.42,91.68,heading_incompatible (91.7° > 15.0°)
46032,55011,12.33,157.31,heading_incompatible (157.3° > 15.0°)
47437,55619,3.64,149.09,heading_incompatible (149.1° > 15.0°)
40472,53956,38.68,0.0,distance_exceeded (38.7m > 15.0m)
46458,58134,25.08,92.42,distance_exceeded (25.1m > 15.0m); heading_incompatible (92.4° > 15.0°)
49127,60774,46.63,122.43,distance_exceeded (46.6m > 15.0m); heading_incompatible (122.4° > 15.0°)
45151,65275,5.34,156.3,heading_incompatible (156.3° > 15.0°)
43819,68953,16.19,159.62,distance_exceeded (16.2m > 15.0m); heading_incompatible (159.6° > 15.0°)
49633,69184,16.99,9.36,distance_exceeded (17.0m > 15.0m)
48859,69259,0.2,140.89,heading_incompatible (140.9° > 15.0°)
44152,58795,14.14,169.32,heading_incompatible (169.3° > 15.0°)
43384,53777,38.46,0.0,distance_exceeded (38.5m > 15.0m)
39893,69377,6.22,154.42,heading_incompatible (154.4° > 15.0°)
42345,64436,0.2,175.81,heading_incompatible (175.8° > 15.0°)
46540,66199,42.44,0.0,distance_exceeded (42.4m > 15.0m)
