source_road,target_road,distance_m,heading_diff,reason
49388,59657,24.57,0.0,distance_exceeded (24.6m > 15.0m)
42723,64873,12.01,36.71,heading_incompatible (36.7° > 15.0°)
43544,58790,27.02,0.0,distance_exceeded (27.0m > 15.0m)
42898,65904,36.46,134.85,distance_exceeded (36.5m > 15.0m); heading_incompatible (134.9° > 15.0°)
41257,70795,45.0,100.65,distance_exceeded (45.0m > 15.0m); heading_incompatible (100.7° > 15.0°)
43756,68695,13.13,113.77,heading_incompatible (113.8° > 15.0°)
46848,60532,16.09,0.0,distance_exceeded (16.1m > 15.0m)
47515,63712,44.14,0.0,distance_exceeded (44.1m > 15.0m)
44485,62065,1.12,31.9,heading_incompatible (31.9° > 15.0°)
46011,54871,29.09,177.38,distance_exceeded (29.1m > 15.0m); heading_incompatible (177.4° > 15.0°)
40073,54997,0.74,149.17,heading_incompatible (149.2° > 15.0°)
41310,58277,26.46,0.0,distance_exceeded (26.5m > 15.0m)
49658,58752,0.2,124.23,heading_incompatible (124.2° > 15.0°)
47085,56588,0.2,89.14,heading_incompatible (89.1° > 15.0°)
40169,56067,30.8,6.01,distance_exceeded (30.8m > 15.0m)
46563,58716,18.01,0.0,distance_exceeded (18.0m > 15.0m)
45474,69770,0.78,67.2,heading_incompatible (67.2° > 15.0°)
42978,61252,13.5,130.87,heading_incompatible (130.9° > 15.0°)
41586,58019,0.2,171.21,heading_incompatible (171.2° > 15.0°)
48488,51792,15.46,0.0,distance_exceeded (15.5m > 15.0m)
41628,55514,31.63,19.44,distance_exceeded (31.6m > 15.0m); heading_incompatible (19.4° > 15.0°)
49477,69118,10.46,33.82,heading_incompatible (33.8° > 15.0°)
41756,54457,6.83,166.12,heading_incompatible (166.1° > 15.0°)
45025,49868,0.2,178.27,heading_incompatible (178.3° > 15.0°)
42316,62610,43.47,0.0,distance_exceeded (43.5m > 15.0m)
46380,57584,36.18,39.92,distance_exceeded (36.2m > 15.0m); heading_incompatible (39.9° > 15.0°)
47380,63009,23.81,47.93,distance_exceeded (23.8m > 15.0m); heading_incompatible (47.9° > 15.0°)
45177,53848,6.31,46.04,heading_incompatible (46.0° > 15.0°)
45768,54399,28.97,25.98,distance_exceeded (29.0m > 15.0m); heading_incompatible (26.0° > 15.0°)
49694,69568,16.61,0.0,distance_exceeded (16.6m > 15.0m)
43477,52899,0.2,155.88,heading_incompatible (155.9° > 15.0°)
44382,56264,18.9,173.0,distance_exceeded (18.9m > 15.0m); heading_incompatible (173.0° > 15.0°)
42531,65598,31.96,0.0,distance_exceeded (32.0m > 15.0m)
47743,64937,30.01,156.17,distance_exceeded (30.0m > 15.0m); heading_incompatible (156.2° > 15.0°)
42420,62989,49.32,0.0,distance_exceeded (49.3m > 15.0m)
49237,52626,48.75,130.89,distance_exceeded (48.7m > 15.0m); heading_incompatible (130.9° > 15.0°)
42566,61295,0.59,116.26,heading_incompatible (116.3° > 15.0°)
49496,69179,5.24,16.14,heading_incompatible (16.1° > 15.0°)
49674,49916,32.91,78.14,distance_exceeded (32.9m > 15.0m); heading_incompatible (78.1° > 15.0°)
41425,65424,11.57,106.79,heading_incompatible (106.8° > 15.0°)
40759,57331,1.98,152.35,heading_incompatible (152.4° > 15.0°)
41179,54910,0.2,112.38,heading_incompatible (112.4° > 15.0°)
46694,59636,7.19,32.54,heading_incompatible (32.5° > 15.0°)
43476,52882,27.6,160.73,distance_exceeded (27.6m > 15.0m); heading_incompatible (160.7° > 15.0°)
45617,50281,6.5,148.04,heading_incompatible (148.0° > 15.0°)
49611,59264,23.49,175.32,distance_exceeded (23.5m > 15.0m); heading_incompatible (175.3° > 15.0°)
43925,63289,23.61,0.0,distance_exceeded (23.6m > 15.0m)
46568,58777,48.16,0.0,distance_exceeded (48.2m > 15.0m)
42243,62187,7.2,148.28,heading_incompatible (148.3° > 15.0°)
48760,51276,1.14,155.99,heading_incompatible (156.0° > 15.0°)
42134,61759,2.12,32.93,heading_incompatible (32.9° > 15.0°)
44224,52014,36.01,165.12,distance_exceeded (36.0m > 15.0m); heading_incompatible (165.1° > 15.0°)
43183,67037,31.16,168.63,distance_exceeded (31.2m > 15.0m); heading_incompatible (168.6° > 15.0°)
48040,50035,45.96,8.66,distance_exceeded (46.0m > 15.0m)
42422,63019,27.9,0.0,distance_exceeded (27.9m > 15.0m)
41004,54770,6.68,97.97,heading_incompatible (98.0° > 15.0°)
49239,69537,3.24,62.37,heading_incompatible (62.4° > 15.0°)
43456,53858,39.14,0.0,distance_exceeded (39.1m > 15.0m)
42009,60982,43.3,96.39,distance_exceeded (43.3m > 15.0m); heading_incompatible (96.4° > 15.0°)
40507,51147,19.37,0.0,distance_exceeded (19.4m > 15.0m)
48652,66886,16.67,139.78,distance_exceeded (16.7m > 15.0m); heading_incompatible (139.8° > 15.0°)
41917,60432,7.17,81.76,heading_incompatible (81.8° > 15.0°)
47396,63070,0.2,61.0,heading_incompatible (61.0° > 15.0°)
46685,59537,32.3,98.75,distance_exceeded (32.3m > 15.0m); heading_incompatible (98.7° > 15.0°)
43894,52342,23.09,72.77,distance_exceeded (23.1m > 15.0m); heading_incompatible (72.8° > 15.0°)
43763,67597,16.37,107.87,distance_exceeded (16.4m > 15.0m); heading_incompatible (107.9° > 15.0°)
49092,69071,23.45,92.18,distance_exceeded (23.5m > 15.0m); heading_incompatible (92.2° > 15.0°)
44018,60344,26.54,124.73,distance_exceeded (26.5m > 15.0m); heading_incompatible (124.7° > 15.0°)
49003,68685,15.05,126.47,distance_exceeded (15.0m > 15.0m); heading_incompatible (126.5° > 15.0°)
48752,55768,5.98,168.63,heading_incompatible (168.6° > 15.0°)
42518,54577,10.99,81.48,heading_incompatible (81.5° > 15.0°)
43454,68059,0.2,178.95,heading_incompatible (178.9° > 15.0°)
43556,52427,23.92,20.32,distance_exceeded (23.9m > 15.0m); heading_incompatible (20.3° > 15.0°)
41295,55703,15.73,164.99,distance_exceeded (15.7m > 15.0m); heading_incompatible (165.0° > 15.0°)
43740,68639,26.69,149.76,distance_exceeded (26.7m > 15.0m); heading_incompatible (149.8° > 15.0°)
48422,67483,29.08,103.39,distance_exceeded (29.1m > 15.0m); heading_incompatible (103.4° > 15.0°)
46831,60621,5.89,69.18,heading_incompatible (69.2° > 15.0°)
45121,70126,5.97,164.35,heading_incompatible (164.3° > 15.0°)
49353,71152,30.05,139.85,distance_exceeded (30.0m > 15.0m); heading_incompatible (139.9° > 15.0°)
40363,50853,37.18,145.63,distance_exceeded (37.2m > 15.0m); heading_incompatible (145.6° > 15.0°)
40773,68097,20.45,54.59,distance_exceeded (20.4m > 15.0m); heading_incompatible (54.6° > 15.0°)
41726,68140,4.14,44.93,heading_incompatible (44.9° > 15.0°)
48304,66990,40.67,15.21,distance_exceeded (40.7m > 15.0m); heading_incompatible (15.2° > 15.0°)
40186,51335,27.6,0.0,distance_exceeded (27.6m > 15.0m)
40139,66390,30.01,26.05,distance_exceeded (30.0m > 15.0m); heading_incompatible (26.1° > 15.0°)
43928,49856,2.96,123.82,heading_incompatible (123.8° > 15.0°)
48966,71391,1.07,170.23,heading_incompatible (170.2° > 15.0°)
48018,59489,29.56,0.0,distance_exceeded (29.6m > 15.0m)
40160,70508,39.72,0.0,distance_exceeded (39.7m > 15.0m)
45682,65085,31.19,134.56,distance_exceeded (31.2m > 15.0m); heading_incompatible (134.6° > 15.0°)
48368,67383,37.57,0.0,distance_exceeded (37.6m > 15.0m)
48214,72259,0.2,81.01,heading_incompatible (81.0° > 15.0°)
47686,50210,44.11,98.45,distance_exceeded (44.1m > 15.0m); heading_incompatible (98.4° > 15.0°)
44811,66686,25.6,90.37,distance_exceeded (25.6m > 15.0m); heading_incompatible (90.4° > 15.0°)
43516,68297,20.38,0.0,distance_exceeded (20.4m > 15.0m)
44389,66692,17.39,158.32,distance_exceeded (17.4m > 15.0m); heading_incompatible (158.3° > 15.0°)
41048,54150,15.18,0.0,distance_exceeded (15.2m > 15.0m)
42403,63518,28.31,90.76,distance_exceeded (28.3m > 15.0m); heading_incompatible (90.8° > 15.0°)
40477,53582,38.75,0.0,distance_exceeded (38.8m > 15.0m)
45719,54671,26.49,177.16,distance_exceeded (26.5m > 15.0m); heading_incompatible (177.2° > 15.0°)
45100,58871,9.51,98.81,heading_incompatible (98.8° > 15.0°)
43687,51466,4.26,30.19,heading_incompatible (30.2° > 15.0°)
41053,67674,24.13,144.8,distance_exceeded (24.1m > 15.0m); heading_incompatible (144.8° > 15.0°)
41523,57581,33.12,0.0,distance_exceeded (33.1m > 15.0m)
46797,60377,45.76,0.0,distance_exceeded (45.8m > 15.0m)
49056,69095,18.29,0.0,distance_exceeded (18.3m > 15.0m)
42683,71620,21.84,0.0,distance_exceeded (21.8m > 15.0m)
40236,50681,8.16,103.52,heading_incompatible (103.5° > 15.0°)
47233,55258,34.91,155.68,distance_exceeded (34.9m > 15.0m); heading_incompatible (155.7° > 15.0°)
43110,66556,24.58,0.0,distance_exceeded (24.6m > 15.0m)
48499,60322,32.17,79.41,distance_exceeded (32.2m > 15.0m); heading_incompatible (79.4° > 15.0°)
41034,54186,41.39,0.0,distance_exceeded (41.4m > 15.0m)
45547,61822,11.16,157.58,heading_incompatible (157.6° > 15.0°)
45965,54311,37.31,92.88,distance_exceeded (37.3m > 15.0m); heading_incompatible (92.9° > 15.0°)
40982,52926,32.22,136.73,distance_exceeded (32.2m > 15.0m); heading_incompatible (136.7° > 15.0°)
47176,54143,23.2,0.0,distance_exceeded (23.2m > 15.0m)
41062,53930,25.24,153.55,distance_exceeded (25.2m > 15.0m); heading_incompatible (153.6° > 15.0°)
44681,51270,11.32,149.62,heading_incompatible (149.6° > 15.0°)
43592,67788,0.2,18.08,heading_incompatible (18.1° > 15.0°)
49707,69303,11.9,65.59,heading_incompatible (65.6° > 15.0°)
44639,71145,32.87,0.0,distance_exceeded (32.9m > 15.0m)
41566,58131,0.2,175.12,heading_incompatible (175.1° > 15.0°)
48624,55614,8.61,88.14,heading_incompatible (88.1° > 15.0°)
47557,55165,0.2,165.46,heading_incompatible (165.5° > 15.0°)
41241,53240,2.74,170.46,heading_incompatible (170.5° > 15.0°)
42133,71763,28.62,0.0,distance_exceeded (28.6m > 15.0m)
40846,52261,30.38,148.93,distance_exceeded (30.4m > 15.0m); heading_incompatible (148.9° > 15.0°)
45948,70874,22.92,149.55,distance_exceeded (22.9m > 15.0m); heading_incompatible (149.5° > 15.0°)
46609,59115,16.83,89.57,distance_exceeded (16.8m > 15.0m); heading_incompatible (89.6° > 15.0°)
47787,56817,23.28,112.79,distance_exceeded (23.3m > 15.0m); heading_incompatible (112.8° > 15.0°)
46213,68526,4.53,121.03,heading_incompatible (121.0° > 15.0°)
49570,53159,27.64,0.0,distance_exceeded (27.6m > 15.0m)
40625,66427,0.2,162.25,heading_incompatible (162.3° > 15.0°)
41401,71195,49.03,169.27,distance_exceeded (49.0m > 15.0m); heading_incompatible (169.3° > 15.0°)
40911,54674,2.13,91.98,heading_incompatible (92.0° > 15.0°)
40671,52411,16.22,35.14,distance_exceeded (16.2m > 15.0m); heading_incompatible (35.1° > 15.0°)
40674,69815,18.48,95.1,distance_exceeded (18.5m > 15.0m); heading_incompatible (95.1° > 15.0°)
44328,68661,0.2,98.03,heading_incompatible (98.0° > 15.0°)
42849,64507,3.69,175.48,heading_incompatible (175.5° > 15.0°)
42488,70193,44.96,0.0,distance_exceeded (45.0m > 15.0m)
48695,68264,13.66,117.08,heading_incompatible (117.1° > 15.0°)
47674,66189,16.43,0.0,distance_exceeded (16.4m > 15.0m)
45126,66813,6.08,142.4,heading_incompatible (142.4° > 15.0°)
48538,60656,3.48,68.52,heading_incompatible (68.5° > 15.0°)
45596,65941,3.38,172.1,heading_incompatible (172.1° > 15.0°)
48529,57372,25.33,109.59,distance_exceeded (25.3m > 15.0m); heading_incompatible (109.6° > 15.0°)
43828,68362,35.17,0.0,distance_exceeded (35.2m > 15.0m)
48841,65329,47.08,74.59,distance_exceeded (47.1m > 15.0m); heading_incompatible (74.6° > 15.0°)
48998,68779,10.94,23.36,heading_incompatible (23.4° > 15.0°)
47982,49884,19.46,0.0,distance_exceeded (19.5m > 15.0m)
46471,58201,45.64,0.0,distance_exceeded (45.6m > 15.0m)
44105,52120,18.81,101.38,distance_exceeded (18.8m > 15.0m); heading_incompatible (101.4° > 15.0°)
44933,52727,20.51,61.57,distance_exceeded (20.5m > 15.0m); heading_incompatible (61.6° > 15.0°)
43699,57493,30.94,79.96,distance_exceeded (30.9m > 15.0m); heading_incompatible (80.0° > 15.0°)
45214,51138,0.2,163.43,heading_incompatible (163.4° > 15.0°)
49294,67419,0.45,83.37,heading_incompatible (83.4° > 15.0°)
39837,51284,3.07,98.64,heading_incompatible (98.6° > 15.0°)
45559,62670,17.36,74.57,distance_exceeded (17.4m > 15.0m); heading_incompatible (74.6° > 15.0°)
48380,65832,16.01,138.81,distance_exceeded (16.0m > 15.0m); heading_incompatible (138.8° > 15.0°)
47649,65209,27.32,71.27,distance_exceeded (27.3m > 15.0m); heading_incompatible (71.3° > 15.0°)
41626,55496,29.64,16.7,distance_exceeded (29.6m > 15.0m); heading_incompatible (16.7° > 15.0°)
42965,57036,19.09,0.0,distance_exceeded (19.1m > 15.0m)
46605,59027,43.82,0.0,distance_exceeded (43.8m > 15.0m)
40461,53944,47.17,0.0,distance_exceeded (47.2m > 15.0m)
40340,51287,4.15,16.99,heading_incompatible (17.0° > 15.0°)
42540,60194,33.15,0.0,distance_exceeded (33.1m > 15.0m)
45830,68941,0.2,146.5,heading_incompatible (146.5° > 15.0°)
47192,68625,41.06,0.0,distance_exceeded (41.1m > 15.0m)
45266,52006,32.5,11.14,distance_exceeded (32.5m > 15.0m)
40984,65255,27.42,82.25,distance_exceeded (27.4m > 15.0m); heading_incompatible (82.2° > 15.0°)
40190,58904,20.86,0.0,distance_exceeded (20.9m > 15.0m)
45376,63362,39.04,0.0,distance_exceeded (39.0m > 15.0m)
45953,53793,1.25,32.59,heading_incompatible (32.6° > 15.0°)
47378,65612,26.15,52.78,distance_exceeded (26.2m > 15.0m); heading_incompatible (52.8° > 15.0°)
41793,69480,15.9,45.11,distance_exceeded (15.9m > 15.0m); heading_incompatible (45.1° > 15.0°)
40178,51797,1.41,172.18,heading_incompatible (172.2° > 15.0°)
42603,64434,0.2,102.73,heading_incompatible (102.7° > 15.0°)
45375,70318,14.68,105.97,heading_incompatible (106.0° > 15.0°)
41550,58040,43.04,111.14,distance_exceeded (43.0m > 15.0m); heading_incompatible (111.1° > 15.0°)
49108,56955,7.62,152.06,heading_incompatible (152.1° > 15.0°)
45400,66859,28.75,9.52,distance_exceeded (28.7m > 15.0m)
47693,59566,0.2,163.9,heading_incompatible (163.9° > 15.0°)
43628,69744,10.45,175.34,heading_incompatible (175.3° > 15.0°)
41942,60552,19.05,23.5,distance_exceeded (19.0m > 15.0m); heading_incompatible (23.5° > 15.0°)
46826,60555,18.09,13.91,distance_exceeded (18.1m > 15.0m)
40426,57503,9.1,46.81,heading_incompatible (46.8° > 15.0°)
40354,67044,17.95,160.42,distance_exceeded (17.9m > 15.0m); heading_incompatible (160.4° > 15.0°)
40423,57501,0.2,94.72,heading_incompatible (94.7° > 15.0°)
46583,50597,6.82,95.45,heading_incompatible (95.5° > 15.0°)
42608,65873,45.7,82.42,distance_exceeded (45.7m > 15.0m); heading_incompatible (82.4° > 15.0°)
44733,66924,17.67,16.06,distance_exceeded (17.7m > 15.0m); heading_incompatible (16.1° > 15.0°)
48724,56201,44.29,0.0,distance_exceeded (44.3m > 15.0m)
40655,70823,1.31,48.62,heading_incompatible (48.6° > 15.0°)
48957,68605,30.72,0.0,distance_exceeded (30.7m > 15.0m)
49070,63178,3.3,171.0,heading_incompatible (171.0° > 15.0°)
43375,67656,0.2,141.16,heading_incompatible (141.2° > 15.0°)
42163,61957,25.3,107.53,distance_exceeded (25.3m > 15.0m); heading_incompatible (107.5° > 15.0°)
45680,67770,5.68,139.15,heading_incompatible (139.1° > 15.0°)
41657,67526,35.66,0.0,distance_exceeded (35.7m > 15.0m)
46143,55575,21.44,0.0,distance_exceeded (21.4m > 15.0m)
41632,55664,37.79,100.43,distance_exceeded (37.8m > 15.0m); heading_incompatible (100.4° > 15.0°)
42434,59586,2.76,118.15,heading_incompatible (118.2° > 15.0°)
47164,69718,24.33,122.57,distance_exceeded (24.3m > 15.0m); heading_incompatible (122.6° > 15.0°)
45046,50102,2.83,175.55,heading_incompatible (175.6° > 15.0°)
46085,53421,30.73,36.75,distance_exceeded (30.7m > 15.0m); heading_incompatible (36.8° > 15.0°)
42984,66065,2.48,52.51,heading_incompatible (52.5° > 15.0°)
46247,70599,41.36,0.0,distance_exceeded (41.4m > 15.0m)
43821,62011,8.42,153.0,heading_incompatible (153.0° > 15.0°)
40580,55720,12.1,155.86,heading_incompatible (155.9° > 15.0°)
47505,54587,18.56,102.54,distance_exceeded (18.6m > 15.0m); heading_incompatible (102.5° > 15.0°)
46172,55886,44.7,0.0,distance_exceeded (44.7m > 15.0m)
42941,57657,36.43,0.0,distance_exceeded (36.4m > 15.0m)
39894,53343,19.45,129.43,distance_exceeded (19.5m > 15.0m); heading_incompatible (129.4° > 15.0°)
40297,62806,36.07,51.07,distance_exceeded (36.1m > 15.0m); heading_incompatible (51.1° > 15.0°)
48682,51155,34.72,43.89,distance_exceeded (34.7m > 15.0m); heading_incompatible (43.9° > 15.0°)
47937,65532,44.69,75.29,distance_exceeded (44.7m > 15.0m); heading_incompatible (75.3° > 15.0°)
40941,52668,27.77,169.94,distance_exceeded (27.8m > 15.0m); heading_incompatible (169.9° > 15.0°)
44848,50586,37.88,173.5,distance_exceeded (37.9m > 15.0m); heading_incompatible (173.5° > 15.0°)
44707,49891,3.17,44.02,heading_incompatible (44.0° > 15.0°)
44802,50457,0.2,38.25,heading_incompatible (38.3° > 15.0°)
41249,56791,41.25,0.0,distance_exceeded (41.3m > 15.0m)
44876,55256,4.91,123.37,heading_incompatible (123.4° > 15.0°)
44865,69401,18.89,0.0,distance_exceeded (18.9m > 15.0m)
45552,56735,12.81,102.52,heading_incompatible (102.5° > 15.0°)
40944,52686,0.2,173.81,heading_incompatible (173.8° > 15.0°)
49281,54013,31.13,0.0,distance_exceeded (31.1m > 15.0m)
41663,67485,6.29,18.05,heading_incompatible (18.1° > 15.0°)
49398,51385,8.13,179.61,heading_incompatible (179.6° > 15.0°)
42912,50374,27.71,126.71,distance_exceeded (27.7m > 15.0m); heading_incompatible (126.7° > 15.0°)
40250,50101,25.94,0.0,distance_exceeded (25.9m > 15.0m)
42609,53174,1.48,96.29,heading_incompatible (96.3° > 15.0°)
48466,61502,21.48,0.0,distance_exceeded (21.5m > 15.0m)
42158,61936,42.55,0.0,distance_exceeded (42.6m > 15.0m)
49587,53491,5.61,114.34,heading_incompatible (114.3° > 15.0°)
46059,54965,37.75,71.35,distance_exceeded (37.8m > 15.0m); heading_incompatible (71.3° > 15.0°)
41016,53253,17.51,72.67,distance_exceeded (17.5m > 15.0m); heading_incompatible (72.7° > 15.0°)
40006,52367,9.6,55.11,heading_incompatible (55.1° > 15.0°)
40284,63431,0.2,28.63,heading_incompatible (28.6° > 15.0°)
46917,60591,9.13,22.3,heading_incompatible (22.3° > 15.0°)
41625,58459,0.2,79.72,heading_incompatible (79.7° > 15.0°)
42794,69588,4.21,150.68,heading_incompatible (150.7° > 15.0°)
48442,64389,10.04,97.25,heading_incompatible (97.2° > 15.0°)
40283,70792,22.66,13.85,distance_exceeded (22.7m > 15.0m)
40180,59255,11.04,76.68,heading_incompatible (76.7° > 15.0°)
48659,52663,6.3,108.12,heading_incompatible (108.1° > 15.0°)
45865,53854,42.18,97.97,distance_exceeded (42.2m > 15.0m); heading_incompatible (98.0° > 15.0°)
46501,58379,2.05,136.52,heading_incompatible (136.5° > 15.0°)
42976,66028,2.81,97.38,heading_incompatible (97.4° > 15.0°)
43342,67573,13.37,169.88,heading_incompatible (169.9° > 15.0°)
41690,58646,8.42,25.4,heading_incompatible (25.4° > 15.0°)
41483,57341,4.39,152.86,heading_incompatible (152.9° > 15.0°)
42997,50587,20.17,168.5,distance_exceeded (20.2m > 15.0m); heading_incompatible (168.5° > 15.0°)
40484,57573,15.69,100.54,distance_exceeded (15.7m > 15.0m); heading_incompatible (100.5° > 15.0°)
44437,50145,29.84,0.0,distance_exceeded (29.8m > 15.0m)
46264,64099,21.43,141.59,distance_exceeded (21.4m > 15.0m); heading_incompatible (141.6° > 15.0°)
42527,68541,37.97,8.01,distance_exceeded (38.0m > 15.0m)
46414,65401,17.87,77.69,distance_exceeded (17.9m > 15.0m); heading_incompatible (77.7° > 15.0°)
41680,66575,42.44,0.0,distance_exceeded (42.4m > 15.0m)
43577,59853,40.99,168.31,distance_exceeded (41.0m > 15.0m); heading_incompatible (168.3° > 15.0°)
45091,56033,31.37,129.84,distance_exceeded (31.4m > 15.0m); heading_incompatible (129.8° > 15.0°)
43824,56603,0.2,97.71,heading_incompatible (97.7° > 15.0°)
41658,65413,36.52,18.94,distance_exceeded (36.5m > 15.0m); heading_incompatible (18.9° > 15.0°)
39865,69405,1.76,118.13,heading_incompatible (118.1° > 15.0°)
44814,50628,19.08,22.04,distance_exceeded (19.1m > 15.0m); heading_incompatible (22.0° > 15.0°)
43990,57217,16.9,0.0,distance_exceeded (16.9m > 15.0m)
48877,56496,28.87,0.0,distance_exceeded (28.9m > 15.0m)
48088,66177,6.26,79.15,heading_incompatible (79.2° > 15.0°)
45978,67724,0.2,169.09,heading_incompatible (169.1° > 15.0°)
43295,70247,0.2,89.01,heading_incompatible (89.0° > 15.0°)
47836,59525,19.29,166.17,distance_exceeded (19.3m > 15.0m); heading_incompatible (166.2° > 15.0°)
48788,51824,15.16,37.2,distance_exceeded (15.2m > 15.0m); heading_incompatible (37.2° > 15.0°)
47850,56839,6.03,138.42,heading_incompatible (138.4° > 15.0°)
45561,62666,24.81,64.88,distance_exceeded (24.8m > 15.0m); heading_incompatible (64.9° > 15.0°)
48026,71490,29.52,22.69,distance_exceeded (29.5m > 15.0m); heading_incompatible (22.7° > 15.0°)
49225,53204,18.63,80.78,distance_exceeded (18.6m > 15.0m); heading_incompatible (80.8° > 15.0°)
44127,52772,9.04,74.8,heading_incompatible (74.8° > 15.0°)
42730,53478,31.88,41.37,distance_exceeded (31.9m > 15.0m); heading_incompatible (41.4° > 15.0°)
47017,61696,31.22,53.66,distance_exceeded (31.2m > 15.0m); heading_incompatible (53.7° > 15.0°)
46626,59195,0.52,84.0,heading_incompatible (84.0° > 15.0°)
42122,61668,0.2,152.06,heading_incompatible (152.1° > 15.0°)
47877,64492,48.43,96.02,distance_exceeded (48.4m > 15.0m); heading_incompatible (96.0° > 15.0°)
45822,51951,2.21,95.51,heading_incompatible (95.5° > 15.0°)
41511,56973,5.38,56.06,heading_incompatible (56.1° > 15.0°)
40943,52680,44.23,0.0,distance_exceeded (44.2m > 15.0m)
40273,54180,4.83,89.89,heading_incompatible (89.9° > 15.0°)
48772,67636,17.88,0.0,distance_exceeded (17.9m > 15.0m)
45706,69167,0.2,30.0,heading_incompatible (30.0° > 15.0°)
46658,59374,37.99,72.18,distance_exceeded (38.0m > 15.0m); heading_incompatible (72.2° > 15.0°)
44651,60148,15.61,127.57,distance_exceeded (15.6m > 15.0m); heading_incompatible (127.6° > 15.0°)
42068,61534,20.16,97.27,distance_exceeded (20.2m > 15.0m); heading_incompatible (97.3° > 15.0°)
48946,68188,40.5,63.28,distance_exceeded (40.5m > 15.0m); heading_incompatible (63.3° > 15.0°)
40323,57051,0.2,174.84,heading_incompatible (174.8° > 15.0°)
48554,60714,15.05,17.55,distance_exceeded (15.1m > 15.0m); heading_incompatible (17.6° > 15.0°)
44714,57471,7.16,90.12,heading_incompatible (90.1° > 15.0°)
40860,67775,2.08,38.87,heading_incompatible (38.9° > 15.0°)
40111,50373,29.77,29.27,distance_exceeded (29.8m > 15.0m); heading_incompatible (29.3° > 15.0°)
42561,63969,10.51,75.19,heading_incompatible (75.2° > 15.0°)
47708,51708,11.9,112.02,heading_incompatible (112.0° > 15.0°)
47347,53488,1.25,126.27,heading_incompatible (126.3° > 15.0°)
40328,62448,2.45,121.45,heading_incompatible (121.5° > 15.0°)
47648,51763,4.73,18.8,heading_incompatible (18.8° > 15.0°)
43481,70042,4.57,164.91,heading_incompatible (164.9° > 15.0°)
49385,57322,17.31,0.0,distance_exceeded (17.3m > 15.0m)
42463,53192,33.59,118.76,distance_exceeded (33.6m > 15.0m); heading_incompatible (118.8° > 15.0°)
42972,57058,15.19,178.88,distance_exceeded (15.2m > 15.0m); heading_incompatible (178.9° > 15.0°)
47251,56982,3.14,92.23,heading_incompatible (92.2° > 15.0°)
44528,63361,31.12,0.0,distance_exceeded (31.1m > 15.0m)
40667,54359,31.87,112.21,distance_exceeded (31.9m > 15.0m); heading_incompatible (112.2° > 15.0°)
47474,63476,3.42,18.68,heading_incompatible (18.7° > 15.0°)
44655,64959,22.07,94.47,distance_exceeded (22.1m > 15.0m); heading_incompatible (94.5° > 15.0°)
49246,59822,0.2,52.85,heading_incompatible (52.9° > 15.0°)
45071,57606,8.46,38.69,heading_incompatible (38.7° > 15.0°)
41633,51728,6.7,70.87,heading_incompatible (70.9° > 15.0°)
42374,64404,0.2,84.21,heading_incompatible (84.2° > 15.0°)
44441,50814,15.2,0.0,distance_exceeded (15.2m > 15.0m)
47351,71882,43.21,0.0,distance_exceeded (43.2m > 15.0m)
40511,51266,13.89,73.83,heading_incompatible (73.8° > 15.0°)
46167,55783,0.21,142.72,heading_incompatible (142.7° > 15.0°)
41411,56505,0.2,62.01,heading_incompatible (62.0° > 15.0°)
41941,60548,5.3,17.41,heading_incompatible (17.4° > 15.0°)
47109,70905,3.55,98.51,heading_incompatible (98.5° > 15.0°)
49451,69691,6.85,19.32,heading_incompatible (19.3° > 15.0°)
44497,56253,5.95,162.82,heading_incompatible (162.8° > 15.0°)
45582,69879,41.88,176.76,distance_exceeded (41.9m > 15.0m); heading_incompatible (176.8° > 15.0°)
41514,51227,15.83,48.47,distance_exceeded (15.8m > 15.0m); heading_incompatible (48.5° > 15.0°)
41408,71244,33.09,78.19,distance_exceeded (33.1m > 15.0m); heading_incompatible (78.2° > 15.0°)
47691,59652,1.06,118.17,heading_incompatible (118.2° > 15.0°)
44236,62156,8.26,127.97,heading_incompatible (128.0° > 15.0°)
47473,63473,44.57,0.0,distance_exceeded (44.6m > 15.0m)
46460,68266,6.04,111.03,heading_incompatible (111.0° > 15.0°)
42281,68979,40.98,0.0,distance_exceeded (41.0m > 15.0m)
40921,52713,6.93,177.9,heading_incompatible (177.9° > 15.0°)
45907,53942,1.22,90.36,heading_incompatible (90.4° > 15.0°)
48014,66008,13.37,82.84,heading_incompatible (82.8° > 15.0°)
46444,58027,42.21,0.0,distance_exceeded (42.2m > 15.0m)
46997,57905,37.36,22.47,distance_exceeded (37.4m > 15.0m); heading_incompatible (22.5° > 15.0°)
42859,63068,0.2,170.38,heading_incompatible (170.4° > 15.0°)
45771,52737,8.09,17.36,heading_incompatible (17.4° > 15.0°)
47972,71574,11.67,86.9,heading_incompatible (86.9° > 15.0°)
46351,55996,28.86,165.93,distance_exceeded (28.9m > 15.0m); heading_incompatible (165.9° > 15.0°)
43660,68537,40.93,0.0,distance_exceeded (40.9m > 15.0m)
47318,59641,14.3,140.45,heading_incompatible (140.4° > 15.0°)
43374,71375,18.43,150.45,distance_exceeded (18.4m > 15.0m); heading_incompatible (150.4° > 15.0°)
42740,67739,24.25,113.4,distance_exceeded (24.3m > 15.0m); heading_incompatible (113.4° > 15.0°)
49360,60647,15.22,40.95,distance_exceeded (15.2m > 15.0m); heading_incompatible (41.0° > 15.0°)
